id,lv,profession_id,name,hp_basic,atk_basic,def_basic,spd_basic,acc_basic,dodge_basic,cri_basic,tough_basic,piercing_dmg,burn_dmg,ment_dmg,electricity_dmg,radiation_dmg,piercing_res,burn_res,ment_res,electricity_res,radiation_res
273,23,10021,突击手,2348,277,136,5,48,28,51,28,0,0,0,0,0,0,0,0,0,0
274,24,10021,突击手,2435,289,142,5,50,29,53,29,0,0,0,0,0,0,0,0,0,0
275,25,10021,突击手,2522,301,148,5,52,30,55,30,0,0,0,0,0,0,0,0,0,0
276,26,10021,突击手,2609,313,154,5,54,31,57,31,0,0,0,0,0,0,0,0,0,0
277,27,10021,突击手,2696,325,160,5,56,32,59,32,0,0,0,0,0,0,0,0,0,0
278,28,10021,突击手,2783,337,166,5,58,33,61,33,0,0,0,0,0,0,0,0,0,0
279,29,10021,突击手,2870,349,172,5,60,34,63,34,0,0,0,0,0,0,0,0,0,0
280,30,10021,突击手,2957,361,178,5,62,35,65,35,0,0,0,0,0,0,0,0,0,0
281,31,10021,突击手,3044,373,184,5,64,36,67,36,0,0,0,0,0,0,0,0,0,0
282,32,10021,突击手,3131,385,190,5,66,37,69,37,0,0,0,0,0,0,0,0,0,0
283,33,10021,突击手,3218,397,196,5,68,38,71,38,0,0,0,0,0,0,0,0,0,0
284,34,10021,突击手,3305,409,202,5,70,39,73,39,0,0,0,0,0,0,0,0,0,0
285,35,10021,突击手,3392,421,208,5,72,40,75,40,0,0,0,0,0,0,0,0,0,0
286,36,10021,突击手,3479,433,214,5,74,41,77,41,0,0,0,0,0,0,0,0,0,0
287,37,10021,突击手,3566,445,220,5,76,42,79,42,0,0,0,0,0,0,0,0,0,0
288,38,10021,突击手,3653,457,226,5,78,43,81,43,0,0,0,0,0,0,0,0,0,0
289,39,10021,突击手,3740,469,232,5,80,44,83,44,0,0,0,0,0,0,0,0,0,0
290,40,10021,突击手,3827,481,238,5,82,45,85,45,0,0,0,0,0,0,0,0,0,0
291,41,10021,突击手,3914,493,244,5,84,46,87,46,0,0,0,0,0,0,0,0,0,0
292,42,10021,突击手,4001,505,250,5,86,47,89,47,0,0,0,0,0,0,0,0,0,0
293,43,10021,突击手,4088,517,256,5,88,48,91,48,0,0,0,0,0,0,0,0,0,0
294,44,10021,突击手,4175,529,262,5,90,49,93,49,0,0,0,0,0,0,0,0,0,0
295,45,10021,突击手,4262,541,268,5,92,50,95,50,0,0,0,0,0,0,0,0,0,0
296,46,10021,突击手,4349,553,274,5,94,51,97,51,0,0,0,0,0,0,0,0,0,0
297,47,10021,突击手,4436,565,280,5,96,52,99,52,0,0,0,0,0,0,0,0,0,0
298,48,10021,突击手,4523,577,286,5,98,53,101,53,0,0,0,0,0,0,0,0,0,0
299,49,10021,突击手,4610,589,292,5,100,54,103,54,0,0,0,0,0,0,0,0,0,0
300,50,10021,突击手,4697,601,298,5,102,55,105,55,0,0,0,0,0,0,0,0,0,0
301,1,10022,精英突击手,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
302,2,10022,精英突击手,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
303,3,10022,精英突击手,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
304,4,10022,精英突击手,574,35,18,5,11,9,12,9,0,0,0,0,0,0,0,0,0,0
305,5,10022,精英突击手,801,63,28,5,12,10,19,10,0,0,0,0,0,0,0,0,0,0
306,6,10022,精英突击手,890,75,34,5,14,11,22,11,0,0,0,0,0,0,0,0,0,0
307,7,10022,精英突击手,987,88,40,5,15,13,23,13,0,0,0,0,0,0,0,0,0,0
308,8,10022,精英突击手,1093,103,47,5,17,15,27,14,0,0,0,0,0,0,0,0,0,0
309,9,10022,精英突击手,1207,120,54,5,18,16,28,15,0,0,0,0,0,0,0,0,0,0
310,10,10022,精英突击手,1541,166,75,5,25,22,41,21,0,0,0,0,0,0,0,0,0,0
311,11,10022,精英突击手,1692,188,84,5,26,23,42,22,0,0,0,0,0,0,0,0,0,0
312,12,10022,精英突击手,1852,212,95,5,28,24,46,23,0,0,0,0,0,0,0,0,0,0
313,13,10022,精英突击手,2023,238,106,5,29,25,48,24,0,0,0,0,0,0,0,0,0,0
314,14,10022,精英突击手,2204,265,118,5,31,27,53,26,0,0,0,0,0,0,0,0,0,0
315,15,10022,精英突击手,2733,343,152,5,32,28,55,27,0,0,0,0,0,0,0,0,0,0
316,16,10022,精英突击手,2955,378,167,5,34,29,59,28,0,0,0,0,0,0,0,0,0,0
317,17,10022,精英突击手,3190,415,183,5,35,30,60,29,0,0,0,0,0,0,0,0,0,0
318,18,10022,精英突击手,3436,454,199,5,37,32,65,31,0,0,0,0,0,0,0,0,0,0
319,19,10022,精英突击手,3694,496,217,5,38,34,66,32,0,0,0,0,0,0,0,0,0,0
320,20,10022,精英突击手,4672,651,272,5,45,41,88,38,0,0,0,0,0,0,0,0,0,0
321,21,10022,精英突击手,4993,705,294,5,47,42,91,39,0,0,0,0,0,0,0,0,0,0
322,22,10022,精英突击手,5314,759,316,5,49,43,94,40,0,0,0,0,0,0,0,0,0,0
323,23,10022,精英突击手,5635,813,338,5,51,44,97,41,0,0,0,0,0,0,0,0,0,0
324,24,10022,精英突击手,5956,867,360,5,53,45,100,42,0,0,0,0,0,0,0,0,0,0
325,25,10022,精英突击手,6277,921,382,5,55,46,103,43,0,0,0,0,0,0,0,0,0,0
326,26,10022,精英突击手,6598,975,404,5,57,47,106,44,0,0,0,0,0,0,0,0,0,0
327,27,10022,精英突击手,6919,1029,426,5,59,48,109,45,0,0,0,0,0,0,0,0,0,0
328,28,10022,精英突击手,7240,1083,448,5,61,49,112,46,0,0,0,0,0,0,0,0,0,0
329,29,10022,精英突击手,7561,1137,470,5,63,50,115,47,0,0,0,0,0,0,0,0,0,0
330,30,10022,精英突击手,7882,1191,492,5,65,51,118,48,0,0,0,0,0,0,0,0,0,0
331,31,10022,精英突击手,8203,1245,514,5,67,52,121,49,0,0,0,0,0,0,0,0,0,0
332,32,10022,精英突击手,8524,1299,536,5,69,53,124,50,0,0,0,0,0,0,0,0,0,0
333,33,10022,精英突击手,8845,1353,558,5,71,54,127,51,0,0,0,0,0,0,0,0,0,0
334,34,10022,精英突击手,9166,1407,580,5,73,55,130,52,0,0,0,0,0,0,0,0,0,0
335,35,10022,精英突击手,9487,1461,602,5,75,56,133,53,0,0,0,0,0,0,0,0,0,0
336,36,10022,精英突击手,9808,1515,624,5,77,57,136,54,0,0,0,0,0,0,0,0,0,0
337,37,10022,精英突击手,10129,1569,646,5,79,58,139,55,0,0,0,0,0,0,0,0,0,0
338,38,10022,精英突击手,10450,1623,668,5,81,59,142,56,0,0,0,0,0,0,0,0,0,0
339,39,10022,精英突击手,10771,1677,690,5,83,60,145,57,0,0,0,0,0,0,0,0,0,0
340,40,10022,精英突击手,11092,1731,712,5,85,61,148,58,0,0,0,0,0,0,0,0,0,0
341,41,10022,精英突击手,11413,1785,734,5,87,62,151,59,0,0,0,0,0,0,0,0,0,0
342,42,10022,精英突击手,11734,1839,756,5,89,63,154,60,0,0,0,0,0,0,0,0,0,0
343,43,10022,精英突击手,12055,1893,778,5,91,64,157,61,0,0,0,0,0,0,0,0,0,0
344,44,10022,精英突击手,12376,1947,800,5,93,65,160,62,0,0,0,0,0,0,0,0,0,0
345,45,10022,精英突击手,12697,2001,822,5,95,66,163,63,0,0,0,0,0,0,0,0,0,0
346,46,10022,精英突击手,13018,2055,844,5,97,67,166,64,0,0,0,0,0,0,0,0,0,0
347,47,10022,精英突击手,13339,2109,866,5,99,68,169,65,0,0,0,0,0,0,0,0,0,0
348,48,10022,精英突击手,13660,2163,888,5,101,69,172,66,0,0,0,0,0,0,0,0,0,0
349,49,10022,精英突击手,13981,2217,910,5,103,70,175,67,0,0,0,0,0,0,0,0,0,0
350,50,10022,精英突击手,14302,2271,932,5,105,71,178,68,0,0,0,0,0,0,0,0,0,0
351,1,10023,王牌突击手,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
352,2,10023,王牌突击手,474,22,11,5,8,6,9,6,0,0,0,0,0,0,0,0,0,0
353,3,10023,王牌突击手,521,28,14,5,9,8,10,8,0,0,0,0,0,0,0,0,0,0
354,4,10023,王牌突击手,574,35,18,5,11,9,12,9,0,0,0,0,0,0,0,0,0,0
355,5,10023,王牌突击手,825,65,29,5,12,10,20,10,0,0,0,0,0,0,0,0,0,0
356,6,10023,王牌突击手,918,78,34,5,14,12,24,11,0,0,0,0,0,0,0,0,0,0
357,7,10023,王牌突击手,1019,92,40,5,15,14,27,13,0,0,0,0,0,0,0,0,0,0
358,8,10023,王牌突击手,1129,108,47,5,17,15,30,14,0,0,0,0,0,0,0,0,0,0
359,9,10023,王牌突击手,1249,125,54,5,18,16,31,15,0,0,0,0,0,0,0,0,0,0
360,10,10023,王牌突击手,1596,174,76,5,25,22,45,21,0,0,0,0,0,0,0,0,0,0
361,11,10023,王牌突击手,1753,197,85,5,26,23,46,22,0,0,0,0,0,0,0,0,0,0
362,12,10023,王牌突击手,1921,222,96,5,28,24,52,23,0,0,0,0,0,0,0,0,0,0
363,13,10023,王牌突击手,2099,249,107,5,29,25,55,24,0,0,0,0,0,0,0,0,0,0
364,14,10023,王牌突击手,2289,279,119,5,31,28,58,26,0,0,0,0,0,0,0,0,0,0
365,15,10023,王牌突击手,2841,360,154,5,32,29,61,27,0,0,0,0,0,0,0,0,0,0
366,16,10023,王牌突击手,3075,397,169,5,34,30,67,28,0,0,0,0,0,0,0,0,0,0
367,17,10023,王牌突击手,3322,437,185,5,35,31,69,29,0,0,0,0,0,0,0,0,0,0
368,18,10023,王牌突击手,3582,479,202,5,37,33,74,31,0,0,0,0,0,0,0,0,0,0
369,19,10023,王牌突击手,3853,523,221,5,38,34,75,32,0,0,0,0,0,0,0,0,0,0
370,20,10023,王牌突击手,4943,699,278,5,45,42,100,38,0,0,0,0,0,0,0,0,0,0
371,21,10023,王牌突击手,5286,757,300,5,47,43,107,39,0,0,0,0,0,0,0,0,0,0
372,22,10023,王牌突击手,5643,819,324,5,48,44,111,40,0,0,0,0,0,0,0,0,0,0
373,23,10023,王牌突击手,6015,884,348,5,50,45,116,41,0,0,0,0,0,0,0,0,0,0
374,24,10023,王牌突击手,6401,952,374,5,51,47,118,43,0,0,0,0,0,0,0,0,0,0
375,25,10023,王牌突击手,7515,1137,446,5,53,48,124,44,0,0,0,0,0,0,0,0,0,0
376,26,10023,王牌突击手,7960,1218,476,5,54,50,129,45,0,0,0,0,0,0,0,0,0,0
377,27,10023,王牌突击手,8420,1303,508,5,56,51,133,46,0,0,0,0,0,0,0,0,0,0
378,28,10023,王牌突击手,8895,1391,541,5,57,53,137,48,0,0,0,0,0,0,0,0,0,0
379,29,10023,王牌突击手,9387,1484,575,5,59,54,143,49,0,0,0,0,0,0,0,0,0,0
380,30,10023,王牌突击手,11534,1877,687,5,65,61,176,54,0,0,0,0,0,0,0,0,0,0
381,31,10023,王牌突击手,12122,1992,728,5,67,64,184,56,0,0,0,0,0,0,0,0,0,0
382,32,10023,王牌突击手,12710,2107,769,5,69,67,192,58,0,0,0,0,0,0,0,0,0,0
383,33,10023,王牌突击手,13298,2222,810,5,71,70,200,60,0,0,0,0,0,0,0,0,0,0
384,34,10023,王牌突击手,13886,2337,851,5,73,73,208,62,0,0,0,0,0,0,0,0,0,0
385,35,10023,王牌突击手,14474,2452,892,5,75,76,216,64,0,0,0,0,0,0,0,0,0,0
386,36,10023,王牌突击手,15062,2567,933,5,77,79,224,66,0,0,0,0,0,0,0,0,0,0
387,37,10023,王牌突击手,15650,2682,974,5,79,82,232,68,0,0,0,0,0,0,0,0,0,0
388,38,10023,王牌突击手,16238,2797,1015,5,81,85,240,70,0,0,0,0,0,0,0,0,0,0
389,39,10023,王牌突击手,16826,2912,1056,5,83,88,248,72,0,0,0,0,0,0,0,0,0,0
390,40,10023,王牌突击手,17414,3027,1097,5,85,91,256,74,0,0,0,0,0,0,0,0,0,0
391,41,10023,王牌突击手,18002,3142,1138,5,87,94,264,76,0,0,0,0,0,0,0,0,0,0
392,42,10023,王牌突击手,18590,3257,1179,5,89,97,272,78,0,0,0,0,0,0,0,0,0,0
393,43,10023,王牌突击手,19178,3372,1220,5,91,100,280,80,0,0,0,0,0,0,0,0,0,0
394,44,10023,王牌突击手,19766,3487,1261,5,93,103,288,82,0,0,0,0,0,0,0,0,0,0
395,45,10023,王牌突击手,20354,3602,1302,5,95,106,296,84,0,0,0,0,0,0,0,0,0,0
396,46,10023,王牌突击手,20942,3717,1343,5,97,109,304,86,0,0,0,0,0,0,0,0,0,0
397,47,10023,王牌突击手,21530,3832,1384,5,99,112,312,88,0,0,0,0,0,0,0,0,0,0
398,48,10023,王牌突击手,22118,3947,1425,5,101,115,320,90,0,0,0,0,0,0,0,0,0,0
399,49,10023,王牌突击手,22706,4062,1466,5,103,118,328,92,0,0,0,0,0,0,0,0,0,0
400,50,10023,王牌突击手,23294,4177,1507,5,105,121,336,94,0,0,0,0,0,0,0,0,0,0
401,1,10024,毁灭战士,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
402,2,10024,毁灭战士,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
403,3,10024,毁灭战士,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
404,4,10024,毁灭战士,574,35,18,5,11,9,11,9,0,0,0,0,0,0,0,0,0,0
405,5,10024,毁灭战士,858,68,29,5,12,11,22,10,0,0,0,0,0,0,0,0,0,0
406,6,10024,毁灭战士,956,82,35,5,14,12,25,11,0,0,0,0,0,0,0,0,0,0
407,7,10024,毁灭战士,1062,97,41,5,15,14,28,13,0,0,0,0,0,0,0,0,0,0
408,8,10024,毁灭战士,1178,114,48,5,17,15,31,14,0,0,0,0,0,0,0,0,0,0
409,9,10024,毁灭战士,1304,132,55,5,18,16,34,15,0,0,0,0,0,0,0,0,0,0
410,10,10024,毁灭战士,1668,184,77,5,25,22,50,21,0,0,0,0,0,0,0,0,0,0
411,11,10024,毁灭战士,1834,209,87,5,26,24,52,22,0,0,0,0,0,0,0,0,0,0
412,12,10024,毁灭战士,2012,236,98,5,28,25,56,23,0,0,0,0,0,0,0,0,0,0
413,13,10024,毁灭战士,2202,265,109,5,29,26,58,24,0,0,0,0,0,0,0,0,0,0
414,14,10024,毁灭战士,2403,296,122,5,31,28,63,26,0,0,0,0,0,0,0,0,0,0
415,15,10024,毁灭战士,2985,384,157,5,32,29,67,27,0,0,0,0,0,0,0,0,0,0
416,16,10024,毁灭战士,3235,423,173,5,34,30,72,28,0,0,0,0,0,0,0,0,0,0
417,17,10024,毁灭战士,3498,466,189,5,35,31,74,29,0,0,0,0,0,0,0,0,0,0
418,18,10024,毁灭战士,3775,511,207,5,37,34,79,31,0,0,0,0,0,0,0,0,0,0
419,19,10024,毁灭战士,4066,559,225,5,38,35,83,32,0,0,0,0,0,0,0,0,0,0
420,20,10024,毁灭战士,5305,762,286,5,45,43,114,38,0,0,0,0,0,0,0,0,0,0
421,21,10024,毁灭战士,5678,827,309,5,47,44,120,39,0,0,0,0,0,0,0,0,0,0
422,22,10024,毁灭战士,6066,895,333,5,48,45,124,40,0,0,0,0,0,0,0,0,0,0
423,23,10024,毁灭战士,6471,967,359,5,50,46,130,41,0,0,0,0,0,0,0,0,0,0
424,24,10024,毁灭战士,6892,1042,385,5,51,49,135,43,0,0,0,0,0,0,0,0,0,0
425,25,10024,毁灭战士,8099,1247,459,5,53,50,141,44,0,0,0,0,0,0,0,0,0,0
426,26,10024,毁灭战士,8585,1336,491,5,54,51,146,45,0,0,0,0,0,0,0,0,0,0
427,27,10024,毁灭战士,9089,1431,524,5,56,52,152,46,0,0,0,0,0,0,0,0,0,0
428,28,10024,毁灭战士,9609,1529,558,5,57,55,157,48,0,0,0,0,0,0,0,0,0,0
429,29,10024,毁灭战士,10149,1633,594,5,59,56,164,49,0,0,0,0,0,0,0,0,0,0
430,30,10024,毁灭战士,12664,2100,715,5,65,64,209,54,0,0,0,0,0,0,0,0,0,0
431,31,10024,毁灭战士,13319,2231,757,5,67,66,216,56,0,0,0,0,0,0,0,0,0,0
432,32,10024,毁灭战士,13994,2368,802,5,68,68,222,57,0,0,0,0,0,0,0,0,0,0
433,33,10024,毁灭战士,14688,2511,848,5,70,69,230,58,0,0,0,0,0,0,0,0,0,0
434,34,10024,毁灭战士,15400,2659,895,5,71,70,235,59,0,0,0,0,0,0,0,0,0,0
435,35,10024,毁灭战士,17443,3049,1023,5,73,73,243,61,0,0,0,0,0,0,0,0,0,0
436,36,10024,毁灭战士,18234,3219,1077,5,74,74,249,62,0,0,0,0,0,0,0,0,0,0
437,37,10024,毁灭战士,19045,3395,1133,5,76,76,259,63,0,0,0,0,0,0,0,0,0,0
438,38,10024,毁灭战士,19874,3578,1191,5,77,77,265,64,0,0,0,0,0,0,0,0,0,0
439,39,10024,毁灭战士,20724,3768,1251,5,79,79,273,66,0,0,0,0,0,0,0,0,0,0
440,40,10024,毁灭战士,25098,4681,1463,5,86,89,340,71,0,0,0,0,0,0,0,0,0,0
441,41,10024,毁灭战士,26097,4914,1532,5,87,91,347,73,0,0,0,0,0,0,0,0,0,0
442,42,10024,毁灭战士,27116,5156,1604,5,89,93,358,74,0,0,0,0,0,0,0,0,0,0
443,43,10024,毁灭战士,28154,5406,1677,5,90,94,365,75,0,0,0,0,0,0,0,0,0,0
444,44,10024,毁灭战士,29211,5664,1753,5,92,96,375,76,0,0,0,0,0,0,0,0,0,0
445,45,10024,毁灭战士,32283,6328,1954,5,93,98,381,78,0,0,0,0,0,0,0,0,0,0
446,46,10024,毁灭战士,33424,6616,2039,5,95,100,394,79,0,0,0,0,0,0,0,0,0,0
447,47,10024,毁灭战士,34584,6914,2125,5,96,101,401,80,0,0,0,0,0,0,0,0,0,0
448,48,10024,毁灭战士,35763,7220,2214,5,98,103,413,81,0,0,0,0,0,0,0,0,0,0
449,49,10024,毁灭战士,36960,7537,2306,5,99,105,420,83,0,0,0,0,0,0,0,0,0,0
450,50,10024,毁灭战士,40467,8342,2547,5,106,112,456,88,0,0,0,0,0,0,0,0,0,0
451,1,10031,指挥官,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
452,2,10031,指挥官,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
453,3,10031,指挥官,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
454,4,10031,指挥官,574,35,18,5,11,9,11,9,0,0,0,0,0,0,0,0,0,0
455,5,10031,指挥官,782,61,30,5,12,11,12,10,0,0,0,0,0,0,0,0,0,0
456,6,10031,指挥官,869,73,35,5,14,12,14,11,0,0,0,0,0,0,0,0,0,0
457,7,10031,指挥官,956,85,40,5,16,13,16,12,0,0,0,0,0,0,0,0,0,0
458,8,10031,指挥官,1043,97,45,5,18,14,18,13,0,0,0,0,0,0,0,0,0,0
459,9,10031,指挥官,1130,109,50,5,20,15,20,14,0,0,0,0,0,0,0,0,0,0
460,10,10031,指挥官,1217,121,55,5,22,16,22,15,0,0,0,0,0,0,0,0,0,0
461,11,10031,指挥官,1304,133,60,5,24,17,24,16,0,0,0,0,0,0,0,0,0,0
462,12,10031,指挥官,1391,145,65,5,26,18,26,17,0,0,0,0,0,0,0,0,0,0
463,13,10031,指挥官,1478,157,70,5,28,19,28,18,0,0,0,0,0,0,0,0,0,0
464,14,10031,指挥官,1565,169,75,5,30,20,30,19,0,0,0,0,0,0,0,0,0,0
465,15,10031,指挥官,1652,181,80,5,32,21,32,20,0,0,0,0,0,0,0,0,0,0
466,16,10031,指挥官,1739,193,85,5,34,22,34,21,0,0,0,0,0,0,0,0,0,0
467,17,10031,指挥官,1826,205,90,5,36,23,36,22,0,0,0,0,0,0,0,0,0,0
468,18,10031,指挥官,1913,217,95,5,38,24,38,23,0,0,0,0,0,0,0,0,0,0
469,19,10031,指挥官,2000,229,100,5,40,25,40,24,0,0,0,0,0,0,0,0,0,0
470,20,10031,指挥官,2087,241,105,5,42,26,42,25,0,0,0,0,0,0,0,0,0,0
471,21,10031,指挥官,2174,253,110,5,44,27,44,26,0,0,0,0,0,0,0,0,0,0
472,22,10031,指挥官,2261,265,115,5,46,28,46,27,0,0,0,0,0,0,0,0,0,0
473,23,10031,指挥官,2348,277,120,5,48,29,48,28,0,0,0,0,0,0,0,0,0,0
474,24,10031,指挥官,2435,289,125,5,50,30,50,29,0,0,0,0,0,0,0,0,0,0
475,25,10031,指挥官,2522,301,130,5,52,31,52,30,0,0,0,0,0,0,0,0,0,0
476,26,10031,指挥官,2609,313,135,5,54,32,54,31,0,0,0,0,0,0,0,0,0,0
477,27,10031,指挥官,2696,325,140,5,56,33,56,32,0,0,0,0,0,0,0,0,0,0
478,28,10031,指挥官,2783,337,145,5,58,34,58,33,0,0,0,0,0,0,0,0,0,0
479,29,10031,指挥官,2870,349,150,5,60,35,60,34,0,0,0,0,0,0,0,0,0,0
480,30,10031,指挥官,2957,361,155,5,62,36,62,35,0,0,0,0,0,0,0,0,0,0
481,31,10031,指挥官,3044,373,160,5,64,37,64,36,0,0,0,0,0,0,0,0,0,0
482,32,10031,指挥官,3131,385,165,5,66,38,66,37,0,0,0,0,0,0,0,0,0,0
483,33,10031,指挥官,3218,397,170,5,68,39,68,38,0,0,0,0,0,0,0,0,0,0
484,34,10031,指挥官,3305,409,175,5,70,40,70,39,0,0,0,0,0,0,0,0,0,0
485,35,10031,指挥官,3392,421,180,5,72,41,72,40,0,0,0,0,0,0,0,0,0,0
486,36,10031,指挥官,3479,433,185,5,74,42,74,41,0,0,0,0,0,0,0,0,0,0
487,37,10031,指挥官,3566,445,190,5,76,43,76,42,0,0,0,0,0,0,0,0,0,0
488,38,10031,指挥官,3653,457,195,5,78,44,78,43,0,0,0,0,0,0,0,0,0,0
489,39,10031,指挥官,3740,469,200,5,80,45,80,44,0,0,0,0,0,0,0,0,0,0
490,40,10031,指挥官,3827,481,205,5,82,46,82,45,0,0,0,0,0,0,0,0,0,0
491,41,10031,指挥官,3914,493,210,5,84,47,84,46,0,0,0,0,0,0,0,0,0,0
492,42,10031,指挥官,4001,505,215,5,86,48,86,47,0,0,0,0,0,0,0,0,0,0
493,43,10031,指挥官,4088,517,220,5,88,49,88,48,0,0,0,0,0,0,0,0,0,0
494,44,10031,指挥官,4175,529,225,5,90,50,90,49,0,0,0,0,0,0,0,0,0,0
495,45,10031,指挥官,4262,541,230,5,92,51,92,50,0,0,0,0,0,0,0,0,0,0
496,46,10031,指挥官,4349,553,235,5,94,52,94,51,0,0,0,0,0,0,0,0,0,0
497,47,10031,指挥官,4436,565,240,5,96,53,96,52,0,0,0,0,0,0,0,0,0,0
498,48,10031,指挥官,4523,577,245,5,98,54,98,53,0,0,0,0,0,0,0,0,0,0
499,49,10031,指挥官,4610,589,250,5,100,55,100,54,0,0,0,0,0,0,0,0,0,0
500,50,10031,指挥官,4697,601,255,5,102,56,102,55,0,0,0,0,0,0,0,0,0,0
501,1,10032,精英指挥官,432,17,8,5,6,5,6,5,0,0,0,0,0,0,0,0,0,0
502,2,10032,精英指挥官,474,22,11,5,8,6,8,6,0,0,0,0,0,0,0,0,0,0
503,3,10032,精英指挥官,521,28,14,5,9,8,9,8,0,0,0,0,0,0,0,0,0,0
504,4,10032,精英指挥官,574,35,18,5,11,9,11,9,0,0,0,0,0,0,0,0,0,0
505,5,10032,精英指挥官,801,63,30,5,12,11,12,10,0,0,0,0,0,0,0,0,0,0
506,6,10032,精英指挥官,890,75,36,5,14,12,14,11,0,0,0,0,0,0,0,0,0,0
507,7,10032,精英指挥官,987,88,43,5,15,14,16,13,0,0,0,0,0,0,0,0,0,0
508,8,10032,精英指挥官,1093,103,50,5,17,15,18,14,0,0,0,0,0,0,0,0,0,0
509,9,10032,精英指挥官,1207,120,58,5,18,16,19,15,0,0,0,0,0,0,0,0,0,0
510,10,10032,精英指挥官,1541,166,80,5,25,23,26,21,0,0,0,0,0,0,0,0,0,0
511,11,10032,精英指挥官,1692,188,91,5,26,24,27,22,0,0,0,0,0,0,0,0,0,0
512,12,10032,精英指挥官,1852,212,102,5,28,25,29,23,0,0,0,0,0,0,0,0,0,0
513,13,10032,精英指挥官,2023,238,115,5,29,26,30,24,0,0,0,0,0,0,0,0,0,0
514,14,10032,精英指挥官,2204,265,128,5,31,28,32,26,0,0,0,0,0,0,0,0,0,0
515,15,10032,精英指挥官,2733,343,165,5,32,29,33,27,0,0,0,0,0,0,0,0,0,0
516,16,10032,精英指挥官,2955,378,182,5,34,31,36,28,0,0,0,0,0,0,0,0,0,0
517,17,10032,精英指挥官,3190,415,199,5,35,32,37,29,0,0,0,0,0,0,0,0,0,0
518,18,10032,精英指挥官,3436,454,218,5,37,34,39,31,0,0,0,0,0,0,0,0,0,0
519,19,10032,精英指挥官,3694,496,238,5,38,35,40,32,0,0,0,0,0,0,0,0,0,0
520,20,10032,精英指挥官,4672,651,308,5,45,43,48,38,0,0,0,0,0,0,0,0,0,0
521,21,10032,精英指挥官,4993,705,333,5,47,45,50,39,0,0,0,0,0,0,0,0,0,0
522,22,10032,精英指挥官,5314,759,358,5,49,47,52,40,0,0,0,0,0,0,0,0,0,0
523,23,10032,精英指挥官,5635,813,383,5,51,49,54,41,0,0,0,0,0,0,0,0,0,0
524,24,10032,精英指挥官,5956,867,408,5,53,51,56,42,0,0,0,0,0,0,0,0,0,0
525,25,10032,精英指挥官,6277,921,433,5,55,53,58,43,0,0,0,0,0,0,0,0,0,0
526,26,10032,精英指挥官,6598,975,458,5,57,55,60,44,0,0,0,0,0,0,0,0,0,0
527,27,10032,精英指挥官,6919,1029,483,5,59,57,62,45,0,0,0,0,0,0,0,0,0,0
528,28,10032,精英指挥官,7240,1083,508,5,61,59,64,46,0,0,0,0,0,0,0,0,0,0
529,29,10032,精英指挥官,7561,1137,533,5,63,61,66,47,0,0,0,0,0,0,0,0,0,0
530,30,10032,精英指挥官,7882,1191,558,5,65,63,68,48,0,0,0,0,0,0,0,0,0,0
531,31,10032,精英指挥官,8203,1245,583,5,67,65,70,49,0,0,0,0,0,0,0,0,0,0
532,32,10032,精英指挥官,8524,1299,608,5,69,67,72,50,0,0,0,0,0,0,0,0,0,0
533,33,10032,精英指挥官,8845,1353,633,5,71,69,74,51,0,0,0,0,0,0,0,0,0,0
534,34,10032,精英指挥官,9166,1407,658,5,73,71,76,52,0,0,0,0,0,0,0,0,0,0
535,35,10032,精英指挥官,9487,1461,683,5,75,73,78,53,0,0,0,0,0,0,0,0,0,0
536,36,10032,精英指挥官,9808,1515,708,5,77,75,80,54,0,0,0,0,0,0,0,0,0,0
537,37,10032,精英指挥官,10129,1569,733,5,79,77,82,55,0,0,0,0,0,0,0,0,0,0
538,38,10032,精英指挥官,10450,1623,758,5,81,79,84,56,0,0,0,0,0,0,0,0,0,0
539,39,10032,精英指挥官,10771,1677,783,5,83,81,86,57,0,0,0,0,0,0,0,0,0,0
540,40,10032,精英指挥官,11092,1731,808,5,85,83,88,58,0,0,0,0,0,0,0,0,0,0
541,41,10032,精英指挥官,11413,1785,833,5,87,85,90,59,0,0,0,0,0,0,0,0,0,0
542,42,10032,精英指挥官,11734,1839,858,5,89,87,92,60,0,0,0,0,0,0,0,0,0,0
543,43,10032,精英指挥官,12055,1893,883,5,91,89,94,61,0,0,0,0,0,0,0,0,0,0
544,44,10032,精英指挥官,12376,1947,908,5,93,91,96,62,0,0,0,0,0,0,0,0,0,0
545,45,10032,精英指挥官,12697,2001,933,5,95,93,98,63,0,0,0,0,0,0,0,0,0,0
546,46,10032,精英指挥官,13018,2055,958,5,97,95,100,64,0,0,0,0,0,0,0,0,0,0
