id,type_group,big_type,technology_level,need_level,need_point,type,skill_time,behind_skill_time,now_level,behind_level,add_num,add2_num,name,desc,help_desc,skill_desc,help_skill_desc,next_id,next_desc,help_next_desc,next_union_level_desc,help_next_union_level_desc,atlas,icon,item_des,item_compare_des
92,1,18,4,28,150,18,,,,,8,,常见资源的回复速度,常见资源的回复速度+{0}%,常见资源的回复速度+8%,,,93,下一个:常见资源的回复速度回复速度+{0}%,下一个:常见资源的回复速度+10% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级44,union_atlas,lianmeng_putong,常见资源的回复速度,永久升级
93,1,18,5,44,200,18,,,,,10,,常见资源的回复速度,常见资源的回复速度+{0}%,常见资源的回复速度+10%,,,94,下一个:常见资源的回复速度回复速度+{0}%,下一个:常见资源的回复速度+12% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级57,union_atlas,lianmeng_putong,常见资源的回复速度,永久升级
94,1,18,6,57,250,18,,,,,12,,常见资源的回复速度,常见资源的回复速度+{0}%,常见资源的回复速度+12%,,,95,下一个:常见资源的回复速度回复速度+{0}%,下一个:常见资源的回复速度+14% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级68,union_atlas,lianmeng_putong,常见资源的回复速度,永久升级
95,1,18,7,68,300,18,,,,,14,,常见资源的回复速度,常见资源的回复速度+{0}%,常见资源的回复速度+14%,,,,,,,,union_atlas,lianmeng_putong,常见资源的回复速度,永久升级
96,1,19,1,4,15,19,,,,,2,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+2%,,,97,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+4% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级10,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
97,1,19,2,10,30,19,,,,,4,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+4%,,,98,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+6% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级19,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
98,1,19,3,19,100,19,,,,,6,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+6%,,,99,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+8% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级29,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
99,1,19,4,29,150,19,,,,,8,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+8%,,,100,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+10% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级43,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
100,1,19,5,43,200,19,,,,,10,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+10%,,,101,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+12% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级58,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
101,1,19,6,58,250,19,,,,,12,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+12%,,,102,下一个:罕见资源的回复速度回复速度+{0}%,下一个:罕见资源的回复速度+14% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级69,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
102,1,19,7,69,300,19,,,,,14,,罕见资源的回复速度,罕见资源的回复速度+{0}%,罕见资源的回复速度+14%,,,,,,,,union_atlas,lianmeng_zhengui,罕见资源的回复速度,永久升级
103,1,20,1,4,15,20,,,,,2,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+2%,,,104,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+4% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级9,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
104,1,20,2,9,30,20,,,,,4,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+4%,,,105,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+6% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级18,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
105,1,20,3,18,100,20,,,,,6,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+6%,,,106,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+8% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级28,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
106,1,20,4,28,150,20,,,,,8,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+8%,,,107,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+10% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级44,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
107,1,20,5,44,200,20,,,,,10,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+10%,,,108,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+12% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级57,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
108,1,20,6,57,250,20,,,,,12,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+12%,,,109,下一个:稀有资源的回复速度回复速度+{0}%,下一个:稀有资源的回复速度+14% 回复速度,下一个:需求工会等级{0},下一个:需求工会等级68,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
109,1,20,7,68,300,20,,,,,14,,稀有资源的回复速度,稀有资源的回复速度+{0}%,稀有资源的回复速度+14%,,,,,,,,union_atlas,lianmeng_xiyou,稀有资源的回复速度,永久升级
110,2,12,1,6,20,122,1560,1560,1,2,120,5,制作加速-1,开启后，制作加速5%,持续时间增加120分钟,制作加速{0}%,制作加速5%,111,下一个:制作加速+{0} 分钟,下一个:制作加速+240 分钟,下一个:需求工会等级{0},下一个:需求工会等级13,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
111,2,12,2,13,40,122,1560,1800,2,2,240,10,制作加速-2,开启后，制作加速10%,持续时间增加240分钟,制作加速{0}%,制作加速10%,112,下一个:制作加速+{0} 分钟,下一个:制作加速+360 分钟,下一个:需求工会等级{0},下一个:需求工会等级21,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
112,2,12,3,21,75,122,1800,1800,2,3,360,15,制作加速-3,开启后，制作加速15%,持续时间增加360分钟,制作加速{0}%,制作加速15%,113,下一个:制作加速+{0} 分钟,下一个:制作加速+480 分钟,下一个:需求工会等级{0},下一个:需求工会等级27,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
113,2,12,4,27,100,122,1800,2160,3,3,480,20,制作加速-4,开启后，制作加速20%,持续时间增加480分钟,制作加速{0}%,制作加速20%,114,下一个:制作加速+{0} 分钟,下一个:制作加速+600 分钟,下一个:需求工会等级{0},下一个:需求工会等级34,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
114,2,12,5,34,150,122,2160,2640,3,3,600,25,制作加速-5,开启后，制作加速25%,持续时间增加600分钟,制作加速{0}%,制作加速25%,115,下一个:制作加速+{0} 分钟,下一个:制作加速+720 分钟,下一个:需求工会等级{0},下一个:需求工会等级48,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
115,2,12,6,48,250,122,2640,2640,3,4,720,30,制作加速-6,开启后，制作加速30%,持续时间增加720分钟,制作加速{0}%,制作加速30%,116,下一个:制作加速+{0} 分钟,下一个:制作加速+840 分钟,下一个:需求工会等级{0},下一个:需求工会等级55,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
116,2,12,7,55,300,122,2640,3240,4,4,840,35,制作加速-7,开启后，制作加速35%,持续时间增加840分钟,制作加速{0}%,制作加速35%,117,下一个:制作加速+{0} 分钟,下一个:制作加速+960 分钟,下一个:需求工会等级{0},下一个:需求工会等级62,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
117,2,12,8,62,350,122,3240,3240,4,5,960,40,制作加速-8,开启后，制作加速40%,持续时间增加960分钟,制作加速{0}%,制作加速40%,118,下一个:制作加速+{0} 分钟,下一个:制作加速+1080 分钟,下一个:需求工会等级{0},下一个:需求工会等级69,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
118,2,12,9,69,400,122,3240,3240,5,5,1080,45,制作加速-9,开启后，制作加速45%,持续时间增加1080分钟,制作加速{0}%,制作加速45%,,,,,,union_atlas,lianmeng_zhizuo,制作加速,技能开启时间内，提供制作速度加成
119,2,13,1,5,20,132,1560,1560,1,2,120,5,冒险加速-1,开启后，冒险和休息速度5%,持续时间增加120分钟,冒险和休息速度{0}%,冒险和休息速度5%,120,下一个:冒险加速+{0} 分钟,下一个:制作加速+240 分钟,下一个:需求工会等级{0},下一个:需求工会等级12,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
120,2,13,2,12,40,132,1560,1800,2,2,240,10,冒险加速-2,开启后，冒险和休息速度10%,持续时间增加240分钟,冒险和休息速度{0}%,冒险和休息速度10%,121,下一个:冒险加速+{0} 分钟,下一个:制作加速+360 分钟,下一个:需求工会等级{0},下一个:需求工会等级19,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
121,2,13,3,19,75,132,1800,1800,2,3,360,15,冒险加速-3,开启后，冒险和休息速度15%,持续时间增加360分钟,冒险和休息速度{0}%,冒险和休息速度15%,122,下一个:冒险加速+{0} 分钟,下一个:制作加速+480 分钟,下一个:需求工会等级{0},下一个:需求工会等级26,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
122,2,13,4,26,100,132,1800,2160,3,3,480,20,冒险加速-4,开启后，冒险和休息速度20%,持续时间增加480分钟,冒险和休息速度{0}%,冒险和休息速度20%,123,下一个:冒险加速+{0} 分钟,下一个:制作加速+600 分钟,下一个:需求工会等级{0},下一个:需求工会等级33,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
123,2,13,5,33,150,132,2160,2640,3,3,600,25,冒险加速-5,开启后，冒险和休息速度25%,持续时间增加600分钟,冒险和休息速度{0}%,冒险和休息速度25%,124,下一个:冒险加速+{0} 分钟,下一个:制作加速+720 分钟,下一个:需求工会等级{0},下一个:需求工会等级47,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
124,2,13,6,47,250,132,2640,2640,3,4,720,30,冒险加速-6,开启后，冒险和休息速度30%,持续时间增加720分钟,冒险和休息速度{0}%,冒险和休息速度30%,125,下一个:冒险加速+{0} 分钟,下一个:制作加速+840 分钟,下一个:需求工会等级{0},下一个:需求工会等级54,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
125,2,13,7,54,300,132,2640,3240,4,4,840,35,冒险加速-7,开启后，冒险和休息速度35%,持续时间增加840分钟,冒险和休息速度{0}%,冒险和休息速度35%,126,下一个:冒险加速+{0} 分钟,下一个:制作加速+960 分钟,下一个:需求工会等级{0},下一个:需求工会等级61,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
126,2,13,8,61,350,132,3240,3240,4,5,960,40,冒险加速-8,开启后，冒险和休息速度40%,持续时间增加960分钟,冒险和休息速度{0}%,冒险和休息速度40%,127,下一个:冒险加速+{0} 分钟,下一个:制作加速+1080 分钟,下一个:需求工会等级{0},下一个:需求工会等级68,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
127,2,13,9,68,400,132,3240,3240,5,5,1080,45,冒险加速-9,开启后，冒险和休息速度45%,持续时间增加1080分钟,冒险和休息速度{0}%,冒险和休息速度45%,,,,,,union_atlas,lianmeng_maoxian,冒险加速,技能开启时间内，提供冒险与休息速度加成
128,2,14,1,4,20,142,1560,1560,1,2,120,5,经验强化-1,开启后，经验额外增加5%,持续时间增加120分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加5%,129,下一个:经验强化+{0} 分钟,下一个:制作加速+240 分钟,下一个:需求工会等级{0},下一个:需求工会等级11,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
129,2,14,2,11,40,142,1560,1800,2,2,240,10,经验强化-2,开启后，经验额外增加10%,持续时间增加240分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加10%,130,下一个:经验强化+{0} 分钟,下一个:制作加速+360 分钟,下一个:需求工会等级{0},下一个:需求工会等级18,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
130,2,14,3,18,75,142,1800,1800,2,3,360,15,经验强化-3,开启后，经验额外增加15%,持续时间增加360分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加15%,131,下一个:经验强化+{0} 分钟,下一个:制作加速+480 分钟,下一个:需求工会等级{0},下一个:需求工会等级25,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
131,2,14,4,25,100,142,1800,2160,3,3,480,20,经验强化-4,开启后，经验额外增加20%,持续时间增加480分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加20%,132,下一个:经验强化+{0} 分钟,下一个:制作加速+600 分钟,下一个:需求工会等级{0},下一个:需求工会等级32,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
132,2,14,5,32,150,142,2160,2640,3,3,600,25,经验强化-5,开启后，经验额外增加25%,持续时间增加600分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加25%,133,下一个:经验强化+{0} 分钟,下一个:制作加速+720 分钟,下一个:需求工会等级{0},下一个:需求工会等级46,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
133,2,14,6,46,250,142,2640,2640,3,4,720,30,经验强化-6,开启后，经验额外增加30%,持续时间增加720分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加30%,134,下一个:经验强化+{0} 分钟,下一个:制作加速+840 分钟,下一个:需求工会等级{0},下一个:需求工会等级53,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
134,2,14,7,53,300,142,2640,3240,4,4,840,35,经验强化-7,开启后，经验额外增加35%,持续时间增加840分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加35%,135,下一个:经验强化+{0} 分钟,下一个:制作加速+960 分钟,下一个:需求工会等级{0},下一个:需求工会等级60,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
135,2,14,8,60,350,142,3240,3240,4,5,960,40,经验强化-8,开启后，经验额外增加40%,持续时间增加960分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加40%,136,下一个:经验强化+{0} 分钟,下一个:制作加速+1080 分钟,下一个:需求工会等级{0},下一个:需求工会等级67,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
136,2,14,9,67,400,142,3240,3240,5,5,1080,45,经验强化-9,开启后，经验额外增加45%,持续时间增加1080分钟,所有经验额外增加{0}%,(店主，英雄，副本的)经验额外增加45%,,,,,,union_atlas,lianmeng_expjiasu,经验强化,技能开启时间内，店主，英雄，工匠，副本有额外经验加成
137,2,15,1,3,20,152,1560,1560,1,2,120,5,资源回复强化-1,开启后，资源回复速度加快5%,持续时间增加120分钟,资源回复速度加快{0}%,资源回复速度加快5%,138,下一个:资源回复强化+{0} 分钟,下一个:制作加速+240 分钟,下一个:需求工会等级{0},下一个:需求工会等级10,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
138,2,15,2,10,40,152,1560,1800,2,2,240,10,资源回复强化-2,开启后，资源回复速度加快10%,持续时间增加240分钟,资源回复速度加快{0}%,资源回复速度加快10%,139,下一个:资源回复强化+{0} 分钟,下一个:制作加速+360 分钟,下一个:需求工会等级{0},下一个:需求工会等级17,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
139,2,15,3,17,75,152,1800,1800,2,3,360,15,资源回复强化-3,开启后，资源回复速度加快15%,持续时间增加360分钟,资源回复速度加快{0}%,资源回复速度加快15%,140,下一个:资源回复强化+{0} 分钟,下一个:制作加速+480 分钟,下一个:需求工会等级{0},下一个:需求工会等级23,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
140,2,15,4,23,100,152,1800,2160,3,3,480,20,资源回复强化-4,开启后，资源回复速度加快20%,持续时间增加480分钟,资源回复速度加快{0}%,资源回复速度加快20%,141,下一个:资源回复强化+{0} 分钟,下一个:制作加速+600 分钟,下一个:需求工会等级{0},下一个:需求工会等级31,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
141,2,15,5,31,150,152,2160,2640,3,3,600,25,资源回复强化-5,开启后，资源回复速度加快25%,持续时间增加600分钟,资源回复速度加快{0}%,资源回复速度加快25%,142,下一个:资源回复强化+{0} 分钟,下一个:制作加速+720 分钟,下一个:需求工会等级{0},下一个:需求工会等级45,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
142,2,15,6,45,250,152,2640,2640,3,4,720,30,资源回复强化-6,开启后，资源回复速度加快30%,持续时间增加720分钟,资源回复速度加快{0}%,资源回复速度加快30%,143,下一个:资源回复强化+{0} 分钟,下一个:制作加速+840 分钟,下一个:需求工会等级{0},下一个:需求工会等级52,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
143,2,15,7,52,300,152,2640,3240,4,4,840,35,资源回复强化-7,开启后，资源回复速度加快35%,持续时间增加840分钟,资源回复速度加快{0}%,资源回复速度加快35%,144,下一个:资源回复强化+{0} 分钟,下一个:制作加速+960 分钟,下一个:需求工会等级{0},下一个:需求工会等级59,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
144,2,15,8,59,350,152,3240,3240,4,5,960,40,资源回复强化-8,开启后，资源回复速度加快40%,持续时间增加960分钟,资源回复速度加快{0}%,资源回复速度加快40%,145,下一个:资源回复强化+{0} 分钟,下一个:制作加速+1080 分钟,下一个:需求工会等级{0},下一个:需求工会等级66,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
145,2,15,9,66,400,152,3240,3240,5,5,1080,45,资源回复强化-9,开启后，资源回复速度加快45%,持续时间增加1080分钟,资源回复速度加快{0}%,资源回复速度加快45%,,,,,,union_atlas,lianmeng_huifu,资源回复强化,技能开启时间内，提供资源回复速度加成
