id,name,icon,atlas,is_show,player_role,slot_man,slot_woman,type_1,type_2,gender,val,get_type,price_money,price_diamond,sale_id,guide,consume,group
17525,南瓜头套-男,17525,SkeletonData17525,2,1,,,2,22,1,,3,0,0,40001,0,0,3
17526,圣诞帽,17526,SkeletonData17526,1,1,,,2,22,1,,3,0,0,40001,0,0,3
17527,刺绣绒帽,17527,SkeletonData17527,2,1,,,2,22,1,,3,0,150,,0,0,3
18001,女式工装鞋,18001,SkeletonData18001,1,1,,,2,23,2,,,0,0,,1,0,
18002,服装设计师高跟鞋,18002,SkeletonData18002,1,1,,,2,23,2,,2,0,20,,0,0,4
18003,化学家高跟鞋,18003,SkeletonData18003,1,1,,,2,23,2,,2,0,30,,0,0,4
18004,哥特式靴子,18004,SkeletonData18004,1,1,,,2,23,2,,2,0,50,,0,0,4
18005,艾莉的帆布鞋,18005,SkeletonData18005,1,1,,,2,23,2,,2,0,80,,0,0,4
18006,紫色战斗长靴,18006,SkeletonData18006,1,1,,,2,23,2,,2,0,80,,0,0,4
18007,废土登山靴,18007,SkeletonData18007,1,1,,,2,23,2,,2,0,80,,0,0,4
18008,恐惧机械靴,18008,SkeletonData18008,1,1,,,2,23,2,,2,0,80,,0,0,4
18009,冬季棉鞋,18009,SkeletonData18009,1,1,,,2,23,2,,3,0,0,40040,0,0,4
18501,男式工装鞋,18501,SkeletonData18501,1,1,,,2,23,1,,,0,0,,1,0,4
18502,手工工装鞋,18502,SkeletonData18502,1,1,,,2,23,1,,2,0,20,,0,0,4
18503,工程师皮鞋,18503,SkeletonData18503,1,1,,,2,23,1,,2,0,30,,0,0,4
18504,铁匠登山靴,18504,SkeletonData18504,1,1,,,2,23,1,,2,0,50,,0,0,4
18505,伐木工工装鞋,18505,SkeletonData18505,1,1,,,2,23,1,,2,0,80,,0,0,4
18506,装配式皮鞋,18506,SkeletonData18506,1,1,,,2,23,1,,2,0,80,,0,0,4
18507,战斗长筒靴,18507,SkeletonData18507,1,1,,,2,23,1,,2,0,80,,0,0,4
18508,医疗工作靴,18508,SkeletonData18508,1,1,,,2,23,1,,3,0,0,20003,0,0,4
18509,领袖战斗靴,18509,SkeletonData18509,1,1,,,2,23,1,,2,0,80,,0,0,4
18510,日常马丁靴,18510,SkeletonData18510,1,1,,,2,23,1,,2,0,80,,0,0,4
18511,大佬皮鞋,18511,SkeletonData18511,1,1,,,2,23,1,,2,0,80,,0,0,4
18512,废土流浪马丁靴,18512,SkeletonData18512,1,1,,,2,23,1,,2,0,80,,0,0,4
18513,子弹马丁靴,18513,SkeletonData18513,1,1,,,2,23,1,,2,0,80,,0,0,4
18514,野蛮人战靴,18514,SkeletonData18514,2,1,,,2,23,1,,2,0,80,,0,0,4
18515,废土尖刺长筒靴,18515,SkeletonData18515,2,1,,,2,23,1,,2,0,80,,0,0,4
18516,海盗靴子,18516,SkeletonData18516,2,1,,,2,23,1,,2,0,80,,0,0,4
18517,钢板尖刺铁靴,18517,SkeletonData18517,2,1,,,2,23,1,,2,0,80,,0,0,4
18518,机甲仿制铁靴,18518,SkeletonData18518,2,1,,,2,23,1,,2,0,80,,0,0,4
18519,皮制尖刺鞋,18519,SkeletonData18519,2,1,,,2,23,1,,2,0,80,,0,0,4
18520,流浪者皮靴,18520,SkeletonData18520,2,1,,,2,23,1,,2,0,80,,0,0,4
18521,金焰防弹靴,18521,SkeletonData18521,2,1,,,2,23,1,,2,0,80,,0,0,4
18522,丧尸筒靴,18522,SkeletonData18522,1,1,,,2,23,1,,2,0,80,,0,0,4
18523,冬季棉鞋,18523,SkeletonData18523,1,1,,,2,23,1,,3,0,0,40040,0,0,4
19001,无时装手持-女,,,1,1,,,2,25,2,,,0,0,,1,0,
19002,琳的剪刀,19002,SkeletonData19002,1,1,,,2,25,2,,2,0,50,,0,0,6
19003,左纳的手工锤,19003,SkeletonData19003,1,1,,,2,25,2,,2,0,100,,0,0,6
19004,威廉的铸造锤,19004,SkeletonData19004,1,1,,,2,25,2,,2,0,100,,0,0,6
19501,无时装手持-男,,,1,1,,,2,25,1,,,0,0,,1,0,6
19502,琳的剪刀,19502,SkeletonData19502,1,1,,,2,25,1,,2,0,50,,0,0,6
19503,左纳的手工锤,19503,SkeletonData19503,1,1,,,2,25,1,,2,0,100,,0,0,6
19504,威廉的铸造锤,19504,SkeletonData19504,1,1,,,2,25,1,,2,0,100,,0,0,6
19505,海豹短刃,19505,SkeletonData19505,2,1,,,2,25,1,,2,0,200,,0,0,6
19506,钢管,19506,SkeletonData19506,2,1,,,2,25,1,,2,0,200,,0,0,6
19507,恶霸的蒸汽锤,19507,SkeletonData19507,2,1,,,2,25,1,,2,0,200,,0,0,6
19508,佩太刀,19508,SkeletonData19508,2,1,,,2,25,1,,2,0,200,,0,0,6
19509,中平太刀,19509,SkeletonData19509,2,1,,,2,25,1,,2,0,200,,0,0,6
19510,简易电锯,19510,SkeletonData19510,2,1,,,2,25,1,,2,0,200,,0,0,6
19511,聚能左轮手枪,19511,SkeletonData19511,2,1,,,2,25,1,,2,0,200,,0,0,6
19512,伐木电锯,19512,SkeletonData19512,2,1,,,2,25,1,,2,0,200,,0,0,6
201010,砍刀,,SkeletonData201010,2,,,,3,105,,,,,,,,,
201020,拳刺,,SkeletonData201020,2,,,,3,105,,,,,,,,,
201030,铁斧,,SkeletonData201030,2,,,,3,105,,,,,,,,,
201040,反曲刀,,SkeletonData201040,2,,,,3,105,,,,,,,,,
201050,消防斧,,SkeletonData201050,2,,,,3,105,,,,,,,,,
201060,钢斧,,SkeletonData201060,2,,,,3,105,,,,,,,,,
201070,合金斧,,SkeletonData201070,2,,,,3,105,,,,,,,,,
201080,锯齿刀,,SkeletonData201080,2,,,,3,105,,,,,,,,,
201090,斩马刀,,SkeletonData201090,2,,,,3,105,,,,,,,,,
201120,长刀,,SkeletonData201120,2,,,,3,105,,,,,,,,,
201150,战术匕首,,SkeletonData201150,2,,,,3,105,,,,,,,,,
201160,源氏刃,,SkeletonData201160,2,,,,3,105,,,,,,,,,
201110,钛合金斧,,SkeletonData201110,2,,,,3,105,,,,,,,,,
201170,鬼头镰刀,,SkeletonData201170,2,,,,3,105,,,,,,,,,
201180,金伯利彩刃,,SkeletonData201180,2,,,,3,105,,,,,,,,,
201190,钢爪,,SkeletonData201190,2,,,,3,105,,,,,,,,,
202010,粗壮树干,,SkeletonData202010,2,,,,3,105,,,,,,,,,
202020,铁丝球棍,,SkeletonData202020,2,,,,3,105,,,,,,,,,
202030,火把,,SkeletonData202030,2,,,,3,105,,,,,,,,,
202040,灭火器,,SkeletonData202040,2,,,,3,105,,,,,,,,,
202050,石锤,,SkeletonData202050,2,,,,3,105,,,,,,,,,
202060,钢棍,,SkeletonData202060,2,,,,3,105,,,,,,,,,
202070,警棍,,SkeletonData202070,2,,,,3,105,,,,,,,,,
202080,战锤,,SkeletonData202080,2,,,,3,105,,,,,,,,,
202100,电击棍,,SkeletonData202100,2,,,,3,105,,,,,,,,,
202110,碎骨锤,,SkeletonData202110,2,,,,3,105,,,,,,,,,
202150,工兵铲,,SkeletonData202150,2,,,,3,105,,,,,,,,,
202160,平底锅,,SkeletonData202160,2,,,,3,105,,,,,,,,,
202090,页锤,,SkeletonData202090,2,,,,3,105,,,,,,,,,
202120,雷神锤,,SkeletonData202120,2,,,,3,105,,,,,,,,,
202170,拐杖糖,,SkeletonData202170,2,,,,3,105,,,,,,,,,
202180,折凳,,SkeletonData202180,2,,,,3,105,,,,,,,,,
202190,金伯利独头钻,,SkeletonData202190,2,,,,3,105,,,,,,,,,
203010,简易弓,,SkeletonData203010,2,,,,3,105,,,,,,,,,
203020,专家复合弓,,SkeletonData203020,2,,,,3,105,,,,,,,,,
203030,竞技用反曲弓,,SkeletonData203030,2,,,,3,105,,,,,,,,,
203040,碳素蜘蛛弓,,SkeletonData203040,2,,,,3,105,,,,,,,,,
203050,夜视复合弓,,SkeletonData203050,2,,,,3,105,,,,,,,,,
203060,散射合金弓,,SkeletonData203060,2,,,,3,105,,,,,,,,,
203070,切割者圆锯弓,,SkeletonData203070,2,,,,3,105,,,,,,,,,
203080,毒瓶弓,,SkeletonData203080,2,,,,3,105,,,,,,,,,
203090,穿墙者爆破弓,,SkeletonData203090,2,,,,3,105,,,,,,,,,
203100,电网发射弓,,SkeletonData203100,2,,,,3,105,,,,,,,,,
203110,响尾蛇热感弓,,SkeletonData203110,2,,,,3,105,,,,,,,,,
203130,高压弹力弓,,SkeletonData203130,2,,,,3,105,,,,,,,,,
203140,金伯利十字弩,,SkeletonData203140,2,,,,3,105,,,,,,,,,
204010,左轮手枪,,SkeletonData204010,2,,,,3,105,,,,,,,,,
204020,勇者战争手枪,,SkeletonData204020,2,,,,3,105,,,,,,,,,
204030,Z5左轮手枪,,SkeletonData204030,2,,,,3,105,,,,,,,,,
204040,幸运儿左轮手枪,,SkeletonData204040,2,,,,3,105,,,,,,,,,
204050,废土之鹰,,SkeletonData204050,2,,,,3,105,,,,,,,,,
204060,暗杀者手枪,,SkeletonData204060,2,,,,3,105,,,,,,,,,
204070,末世UZI,,SkeletonData204070,2,,,,3,105,,,,,,,,,
204080,M18手枪,,SkeletonData204080,2,,,,3,105,,,,,,,,,
204090,闪雷电浆冲锋枪,,SkeletonData204090,2,,,,3,105,,,,,,,,,
204100,小矮人射线手枪,,SkeletonData204100,2,,,,3,105,,,,,,,,,
204110,溶解液短枪,,SkeletonData204110,2,,,,3,105,,,,,,,,,
204140,蝎式手枪,,SkeletonData204140,2,,,,3,105,,,,,,,,,
204150,爆能手枪,,SkeletonData204150,2,,,,3,105,,,,,,,,,
204160,南瓜手枪,,SkeletonData204160,2,,,,3,105,,,,,,,,,
204170,多管燧发手枪,,SkeletonData204170,2,,,,3,105,,,,,,,,,
204180,金伯利彩弹短枪,,SkeletonData204180,2,,,,3,105,,,,,,,,,
205010,蒙德拉贡步枪,,SkeletonData205010,2,,,,3,105,,,,,,,,,
205020,UZI冲锋枪,,SkeletonData205020,2,,,,3,105,,,,,,,,,
205030,95式冲锋步枪,,SkeletonData205030,2,,,,3,105,,,,,,,,,
205050,UMP9冲锋枪,,SkeletonData205050,2,,,,3,105,,,,,,,,,
205060,AK47突击步枪,,SkeletonData205060,2,,,,3,105,,,,,,,,,
205080,M416突击步枪,,SkeletonData205080,2,,,,3,105,,,,,,,,,
205090,塔沃夫突击步枪,,SkeletonData205090,2,,,,3,105,,,,,,,,,
205100,G36C突击枪,,SkeletonData205100,2,,,,3,105,,,,,,,,,
205120,FAMAS突击枪,,SkeletonData205120,2,,,,3,105,,,,,,,,,
205040,汤姆逊冲锋枪,,SkeletonData205040,2,,,,3,105,,,,,,,,,
205070,MP5冲锋枪,,SkeletonData205070,2,,,,3,105,,,,,,,,,
205150,M4A1-S消音步枪,,SkeletonData205150,2,,,,3,105,,,,,,,,,
205110,电弧突击步枪,,SkeletonData205110,2,,,,3,105,,,,,,,,,
205130,电磁脉冲步枪,,SkeletonData205130,2,,,,3,105,,,,,,,,,
205160,炫彩维克托,,SkeletonData205160,2,,,,3,105,,,,,,,,,
205170,金伯利元素步枪,,SkeletonData205170,2,,,,3,105,,,,,,,,,
205180,温彻斯特步枪,,SkeletonData205180,2,,,,3,105,,,,,,,,,
207010,M24狙击步枪,,SkeletonData207010,2,,,,3,105,,,,,,,,,
207020,AWM狙击步枪,,SkeletonData207020,2,,,,3,105,,,,,,,,,
207030,DSR狙击枪,,SkeletonData207030,2,,,,3,105,,,,,,,,,
207040,SVD狙击枪,,SkeletonData207040,2,,,,3,105,,,,,,,,,
207050,AS50狙击步枪,,SkeletonData207050,2,,,,3,105,,,,,,,,,
207060,莫幸纳甘狙击枪,,SkeletonData207060,2,,,,3,105,,,,,,,,,
207070,R93狙击枪,,SkeletonData207070,2,,,,3,105,,,,,,,,,
207080,眼镜蛇狙击枪,,SkeletonData207080,2,,,,3,105,,,,,,,,,
207090,暗杀者狙击枪,,SkeletonData207090,2,,,,3,105,,,,,,,,,
207110,VSS狙击步枪,,SkeletonData207110,2,,,,3,105,,,,,,,,,
207120,SSG轻型狙击步枪,,SkeletonData207120,2,,,,3,105,,,,,,,,,
207130,G3SG1狙击步枪,,SkeletonData207130,2,,,,3,105,,,,,,,,,
207140,金伯利巴雷特,,SkeletonData207140,2,,,,3,105,,,,,,,,,
206010,雷明顿M870,,SkeletonData206010,2,,,,3,105,,,,,,,,,
206030,590M霰弹枪,,SkeletonData206030,2,,,,3,105,,,,,,,,,
206040,KSG霰弹枪,,SkeletonData206040,2,,,,3,105,,,,,,,,,
206050,红点霰弹,,SkeletonData206050,2,,,,3,105,,,,,,,,,
206060,爆裂的三管霰弹枪,,SkeletonData206060,2,,,,3,105,,,,,,,,,
206070,聒噪之人连射霰弹枪,,SkeletonData206070,2,,,,3,105,,,,,,,,,
206080,九头蛇霰弹枪,,SkeletonData206080,2,,,,3,105,,,,,,,,,
206090,冻结之星霰弹枪,,SkeletonData206090,2,,,,3,105,,,,,,,,,
206110,雷神霰弹枪,,SkeletonData206110,2,,,,3,105,,,,,,,,,
206020,雷托霰弹枪,,SkeletonData206020,2,,,,3,105,,,,,,,,,
206150,战术霰弹枪,,SkeletonData206150,2,,,,3,105,,,,,,,,,
206100,眼镜蛇霰弹枪,,SkeletonData206100,2,,,,3,105,,,,,,,,,
206120,灼烧霰弹枪,,SkeletonData206120,2,,,,3,105,,,,,,,,,
206160,金伯利AA12霰弹枪,,SkeletonData206160,2,,,,3,105,,,,,,,,,
208010,土质火炮,,SkeletonData208010,2,,,,3,105,,,,,,,,,
208020,NA-3榴弹枪,,SkeletonData208020,2,,,,3,105,,,,,,,,,
208040,A2榴弹突击枪,,SkeletonData208040,2,,,,3,105,,,,,,,,,
208050,短管榴弹冲锋枪,,SkeletonData208050,2,,,,3,105,,,,,,,,,
208060,AN94突榴枪,,SkeletonData208060,2,,,,3,105,,,,,,,,,
208070,制导式火箭,,SkeletonData208070,2,,,,3,105,,,,,,,,,
208080,QLB06榴弹枪,,SkeletonData208080,2,,,,3,105,,,,,,,,,
208100,电锯重弹枪,,SkeletonData208100,2,,,,3,105,,,,,,,,,
208110,狂怒镭射加特林,,SkeletonData208110,2,,,,3,105,,,,,,,,,
208030,强袭榴弹枪,,SkeletonData208030,2,,,,3,105,,,,,,,,,
208090,火焰喷射器,,SkeletonData208090,2,,,,3,105,,,,,,,,,
208140,M249,,SkeletonData208140,2,,,,3,105,,,,,,,,,
208150,雪球炮,,SkeletonData208150,2,,,,3,105,,,,,,,,,
208160,金伯利脉冲炮,,SkeletonData208160,2,,,,3,105,,,,,,,,,
208170,ZB26轻机枪,,SkeletonData208170,2,,,,3,105,,,,,,,,,
225010,木板盾,,SkeletonData225010,2,,,,3,106,,,,,,,,,
225020,远古铁盾,,SkeletonData225020,2,,,,3,106,,,,,,,,,
225030,全钢盾牌,,SkeletonData225030,2,,,,3,106,,,,,,,,,
225040,劫掠者盾牌,,SkeletonData225040,2,,,,3,106,,,,,,,,,
225060,链条大盾,,SkeletonData225060,2,,,,3,106,,,,,,,,,
225070,拦截盾牌,,SkeletonData225070,2,,,,3,106,,,,,,,,,
225080,合金盾牌大盾,,SkeletonData225080,2,,,,3,106,,,,,,,,,
225090,暗金大盾,,SkeletonData225090,2,,,,3,106,,,,,,,,,
225100,冰结大盾,,SkeletonData225100,2,,,,3,106,,,,,,,,,
225050,狂暴盾牌,,SkeletonData225050,2,,,,3,106,,,,,,,,,
225140,战术护盾,,SkeletonData225140,2,,,,3,106,,,,,,,,,
225150,荒漠盾,,SkeletonData225150,2,,,,3,106,,,,,,,,,
225160,防爆盾,,SkeletonData225160,2,,,,3,106,,,,,,,,,
225170,力场盾,,SkeletonData225170,2,,,,3,106,,,,,,,,,
225110,喷火龙大盾,,SkeletonData225110,2,,,,3,106,,,,,,,,,
225120,压碎大盾,,SkeletonData225120,2,,,,3,106,,,,,,,,,
225180,金伯利彩钻盾牌,,SkeletonData225180,2,,,,3,106,,,,,,,,,
225190,防弹车门,,SkeletonData225190,2,,,,3,106,,,,,,,,,
212040,牛仔护甲,,SkeletonData212040,2,,,,3,102,,,,,,,,,
212080,冲锋护甲,,SkeletonData212080,2,,,,3,102,,,,,,,,,
211010,防爆护甲,,SkeletonData211010,2,,,,3,102,,,,,,,,,
211020,猩红护甲,11020,SkeletonData211020,2,,,,3,102,,,,,,,,,
210020,海洋呼吸护甲,10020,SkeletonData210020,2,,,,3,102,,,,,,,,,
210060,特种部队护甲,10060,SkeletonData210060,2,,,,3,102,,,,,,,,,
210030,岩石护甲,10030,SkeletonData210030,2,,,,3,102,,,,,,,,,
211070,鬼魅护甲,,SkeletonData211070,2,,,,3,102,,,,,,,,,
210090,裂空护甲,,SkeletonData210090,2,,,,3,102,,,,,,,,,
210120,曼达洛甲,,SkeletonData210120,2,,,,3,102,,,,,,,,,
210110,暗影忍者护甲,,SkeletonData210110,2,,,,3,102,,,,,,,,,
210130,恐怖战甲,,SkeletonData210130,2,,,,3,102,,,,,,,,,
210140,精灵服,,SkeletonData210140,2,,,,3,102,,,,,,,,,
210150,凛冬狩猎衣,,SkeletonData210150,2,,,,3,102,,,,,,,,,
210161,金伯利刺客衣装,,SkeletonData210161,2,,,,3,102,,,,,,,,,
212020,探险试用装,,SkeletonData212020,2,,,,3,102,,,,,,,,,
212050,警用装甲,,SkeletonData212050,2,,,,3,102,,,,,,,,,
210010,先锋装甲,,SkeletonData210010,2,,,,3,102,,,,,,,,,
211040,堡垒装甲,11040,SkeletonData211040,2,,,,3,102,,,,,,,,,
211080,背叛者装甲,11080,SkeletonData211080,2,,,,3,102,,,,,,,,,
211090,帝国装甲,,SkeletonData211090,2,,,,3,102,,,,,,,,,
211050,骑士装甲,11050,SkeletonData211050,2,,,,3,102,,,,,,,,,
211060,战神装甲,11060,SkeletonData211060,2,,,,3,102,,,,,,,,,
211100,森林守卫装甲,11060,SkeletonData211100,2,,,,3,102,,,,,,,,,
211110,遗迹骑士装甲,11060,SkeletonData211110,2,,,,3,102,,,,,,,,,
211030,音速装甲,11030,SkeletonData211030,2,,,,3,102,,,,,,,,,
210160,毁灭装甲,,SkeletonData210160,2,,,,3,102,,,,,,,,,
211150,士官长装甲,,SkeletonData211150,2,,,,3,102,,,,,,,,,
211170,能量装甲,,SkeletonData211170,2,,,,3,102,,,,,,,,,
211180,迎新铠甲,,SkeletonData211180,2,,,,3,102,,,,,,,,,
211190,金伯利动力装甲,,SkeletonData211190,2,,,,3,102,,,,,,,,,
211200,外骨骼装甲,,SkeletonData211200,2,,,,3,102,,,,,,,,,
212010,短袖,,SkeletonData212010,2,,,,3,102,,,,,,,,,
212030,连帽衫,,SkeletonData212030,2,,,,3,102,,,,,,,,,
210070,神探外套,,SkeletonData210070,2,,,,3,102,,,,,,,,,
212060,白衣天使,,SkeletonData212060,2,,,,3,102,,,,,,,,,
210040,武装外套,10040,SkeletonData210040,2,,,,3,102,,,,,,,,,
212070,防弹衣,,SkeletonData212070,2,,,,3,102,,,,,,,,,
210050,恶灵外套,10050,SkeletonData210050,2,,,,3,102,,,,,,,,,
210080,黑莲战衣,,SkeletonData210080,2,,,,3,102,,,,,,,,,
212090,传奇赛车服,,SkeletonData212090,2,,,,3,102,,,,,,,,,
212100,灵魂舞者外套,,SkeletonData212100,2,,,,3,102,,,,,,,,,
212130,盛宴礼服,,SkeletonData212130,2,,,,3,102,,,,,,,,,
212120,指挥官的外套,,SkeletonData212120,2,,,,3,102,,,,,,,,,
212140,冬季羽绒服,,SkeletonData212140,2,,,,3,102,,,,,,,,,
212150,金伯利夹克衫,,SkeletonData212150,2,,,,3,102,,,,,,,,,
212170,保暖大衣,,SkeletonData212170,2,,,,3,102,,,,,,,,,
213010,木桶头盔,,SkeletonData213010,2,,,,3,101,,,,,,,,,
213020,战争勇者头盔,,SkeletonData213020,2,,,,3,101,,,,,,,,,
213030,城市守卫头盔,,SkeletonData213030,2,,,,3,101,,,,,,,,,
213040,防爆面罩,,SkeletonData213040,2,,,,3,101,,,,,,,,,
213050,强袭头盔,,SkeletonData213050,2,,,,3,101,,,,,,,,,
213070,防爆头盔,,SkeletonData213070,2,,,,3,101,,,,,,,,,
213080,最终武士头盔,,SkeletonData213080,2,,,,3,101,,,,,,,,,
213090,遗迹骑士头盔,,SkeletonData213090,2,,,,3,101,,,,,,,,,
213110,帝国头盔,,SkeletonData213110,2,,,,3,101,,,,,,,,,
213140,南瓜头盔,,SkeletonData213140,2,,,,3,101,,,,,,,,,
213060,橄榄球选手头盔,,SkeletonData213060,2,,,,3,101,,,,,,,,,
213100,K6-3头盔,,SkeletonData213100,2,,,,3,101,,,,,,,,,
213130,玩家一号头盔,,SkeletonData213130,2,,,,3,101,,,,,,,,,
213150,重型南瓜盔,,SkeletonData213150,2,,,,3,101,,,,,,,,,
213160,迎新头盔,,SkeletonData213160,2,,,,3,101,,,,,,,,,
213170,金伯利动力头盔,,SkeletonData213170,2,,,,3,101,,,,,,,,,
213180,外骨骼头盔,,SkeletonData213180,2,,,,3,101,,,,,,,,,
214010,棒球帽,,SkeletonData214010,2,,,,3,101,,,,,,,,,
214020,御寒棉帽,,SkeletonData214020,2,,,,3,101,,,,,,,,,
214030,战略通讯器,,SkeletonData214030,2,,,,3,101,,,,,,,,,
214040,消防面具,,SkeletonData214040,2,,,,3,101,,,,,,,,,
214050,荒野行者帽,,SkeletonData214050,2,,,,3,101,,,,,,,,,
214060,拦路者外面具,,SkeletonData214060,2,,,,3,101,,,,,,,,,
214070,朋克面罩,,SkeletonData214070,2,,,,3,101,,,,,,,,,
214080,科技先锋,,SkeletonData214080,2,,,,3,101,,,,,,,,,
214100,武装通讯器,,SkeletonData214100,2,,,,3,101,,,,,,,,,
214110,终结战场,,SkeletonData214110,2,,,,3,101,,,,,,,,,
214090,神探贝雷帽,,SkeletonData214090,2,,,,3,101,,,,,,,,,
214120,隔离头盔,,SkeletonData214120,2,,,,3,101,,,,,,,,,
214140,海盗眼罩,,SkeletonData214140,2,,,,3,101,,,,,,,,,
214150,绿色礼帽,,SkeletonData214150,2,,,,3,101,,,,,,,,,
214160,盛宴礼帽,,SkeletonData214160,2,,,,3,101,,,,,,,,,
214170,恐怖面罩,,SkeletonData214170,2,,,,3,101,,,,,,,,,
214180,杀戮忍者面罩,,SkeletonData214180,2,,,,3,101,,,,,,,,,
214190,精灵帽子,,SkeletonData214190,2,,,,3,101,,,,,,,,,
214200,凛冬狩猎帽,,SkeletonData214200,2,,,,3,101,,,,,,,,,
214210,金伯利刺客兜帽,,SkeletonData214210,2,,,,3,101,,,,,,,,,
215010,牛仔裤,,SkeletonData215010,2,,,,3,103,,,,,,,,,
215020,警用裤,,SkeletonData215020,2,,,,3,103,,,,,,,,,
215030,蒸汽朋克裤,,SkeletonData215030,2,,,,3,103,,,,,,,,,
215040,医疗兵裤,,SkeletonData215040,2,,,,3,103,,,,,,,,,
215050,先锋裤甲,,SkeletonData215050,2,,,,3,103,,,,,,,,,
215060,海洋裤甲,,SkeletonData215060,2,,,,3,103,,,,,,,,,
215070,岩石裤甲,,SkeletonData215070,2,,,,3,103,,,,,,,,,
215080,武装裤甲,,SkeletonData215080,2,,,,3,103,,,,,,,,,
215090,恶灵裤甲,,SkeletonData215090,2,,,,3,103,,,,,,,,,
215100,特种部队裤甲,,SkeletonData215100,2,,,,3,103,,,,,,,,,
215110,猎空裤甲,,SkeletonData215110,2,,,,3,103,,,,,,,,,
215130,艾克斯顿裤甲,,SkeletonData215130,2,,,,3,103,,,,,,,,,
215150,盛宴短裤,,SkeletonData215150,2,,,,3,103,,,,,,,,,
215140,恐怖护腿,,SkeletonData215140,2,,,,3,103,,,,,,,,,
215160,杀戮忍者护腿,,SkeletonData215160,2,,,,3,103,,,,,,,,,
215170,精灵裤,,SkeletonData215170,2,,,,3,103,,,,,,,,,
215180,凛冬狩猎裤,,SkeletonData215180,2,,,,3,103,,,,,,,,,
215190,金伯利刺客裤甲,,SkeletonData215190,2,,,,3,103,,,,,,,,,
216010,防爆腿甲,,SkeletonData216010,2,,,,3,103,,,,,,,,,
216020,猩红腿甲,,SkeletonData216020,2,,,,3,103,,,,,,,,,
216030,音速腿甲,,SkeletonData216030,2,,,,3,103,,,,,,,,,
216040,堡垒腿甲,,SkeletonData216040,2,,,,3,103,,,,,,,,,
216050,骑士腿甲,,SkeletonData216050,2,,,,3,103,,,,,,,,,
216060,战神腿甲,,SkeletonData216060,2,,,,3,103,,,,,,,,,
216080,背叛者腿甲,,SkeletonData216080,2,,,,3,103,,,,,,,,,
216090,帝国腿甲,,SkeletonData216090,2,,,,3,103,,,,,,,,,
216070,鬼魅腿甲,,SkeletonData216070,2,,,,3,103,,,,,,,,,
216150,士官长腿甲,,SkeletonData216150,2,,,,3,103,,,,,,,,,
216160,毁灭腿甲,,SkeletonData216160,2,,,,3,103,,,,,,,,,
216100,森林守卫腿甲,,SkeletonData216100,2,,,,3,103,,,,,,,,,
216110,遗迹骑士腿甲,,SkeletonData216110,2,,,,3,103,,,,,,,,,
216170,能量腿甲,,SkeletonData216170,2,,,,3,103,,,,,,,,,
216180,迎新腿甲,,SkeletonData216180,2,,,,3,103,,,,,,,,,
216190,金伯利动力腿甲,,SkeletonData216190,2,,,,3,103,,,,,,,,,
216200,外骨骼腿甲,,SkeletonData216200,2,,,,3,103,,,,,,,,,
217010,洞洞鞋,,SkeletonData217010,2,,,,3,104,,,,,,,,,
217030,运动鞋,,SkeletonData217030,2,,,,3,104,,,,,,,,,
217040,拉丁舞鞋,,SkeletonData217040,2,,,,3,104,,,,,,,,,
217050,荒野皮鞋,,SkeletonData217050,2,,,,3,104,,,,,,,,,
217060,拦路者鞋,,SkeletonData217060,2,,,,3,104,,,,,,,,,
217070,气垫鞋,,SkeletonData217070,2,,,,3,104,,,,,,,,,
217080,刺头靴,,SkeletonData217080,2,,,,3,104,,,,,,,,,
217090,生化步兵鞋,,SkeletonData217090,2,,,,3,104,,,,,,,,,
217110,铆钉鞋,,SkeletonData217110,2,,,,3,104,,,,,,,,,
217120,杰克的脚步,,SkeletonData217120,2,,,,3,104,,,,,,,,,
217020,板鞋,,SkeletonData217020,2,,,,3,104,,,,,,,,,
217100,暗影忍者足具,,SkeletonData217100,2,,,,3,104,,,,,,,,,
217140,足球鞋,,SkeletonData217140,2,,,,3,104,,,,,,,,,
217150,滑轮鞋,,SkeletonData217150,2,,,,3,104,,,,,,,,,
217170,盛宴袜鞋,,SkeletonData217170,2,,,,3,104,,,,,,,,,
217160,恐怖战靴,,SkeletonData217160,2,,,,3,104,,,,,,,,,
217180,精灵鞋,,SkeletonData217180,2,,,,3,104,,,,,,,,,
217190,凛冬狩猎鞋,,SkeletonData217190,2,,,,3,104,,,,,,,,,
217200,金伯利刺客靴,,SkeletonData217200,2,,,,3,104,,,,,,,,,
218010,雨靴,,SkeletonData218010,2,,,,3,104,,,,,,,,,
218020,战争勇者靴,,SkeletonData218020,2,,,,3,104,,,,,,,,,
218030,城市守卫靴,,SkeletonData218030,2,,,,3,104,,,,,,,,,
218040,战斗精英靴,,SkeletonData218040,2,,,,3,104,,,,,,,,,
218050,废土守望者板靴,,SkeletonData218050,2,,,,3,104,,,,,,,,,
218070,防爆靴,,SkeletonData218070,2,,,,3,104,,,,,,,,,
218080,最终武士靴,,SkeletonData218080,2,,,,3,104,,,,,,,,,
218090,帝国沙漠靴,,SkeletonData218090,2,,,,3,104,,,,,,,,,
218100,巨兽靴,,SkeletonData218100,2,,,,3,104,,,,,,,,,
218060,滑冰选手的旱冰鞋,,SkeletonData218060,2,,,,3,104,,,,,,,,,
218130,防辐射靴,,SkeletonData218130,2,,,,3,104,,,,,,,,,
218110,遗迹骑士靴,,SkeletonData218110,2,,,,3,104,,,,,,,,,
