id,instance_name,instance_group,group_index,instance_group_name,instance_type,scenes,instance_atlas,instance_icon,instance_bg,monster1_id,monster2_id,monster3_id,monster4_id,monster5_id,monster6_id,monster7_id,monster8_id,monster9_id,monster10_id,boss_id,reward_type,reward_id,reward_num,team_strength,recommend_power
79,据点9,8,9,警察总局,1,Level_208,ruins_atlas,jianzhu8,feixu_xiaotujingcha,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107109:107109:107209:107209:107209,107209,49:50,70001:80001,167:13,64050,12810
80,据点10,8,10,警察总局,2,Level_208,ruins_atlas,jianzhu8,feixu_xiaotujingcha,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107210:107210,107110:107110:107210:107301:107210,107301,49:50,70001:80002,208:16,98980,19796
81,据点1,9,1,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108101:108101:108201:108201,108101:108101:108201:108201,108101:108101:108201:108201,108101:108101:108201:108201:108201,108101:108101:108201:108201:108201,108101:108101:108201:108201:108201,108101:108101:108201:108201:108201,108101:108101:108201:108201:108201,108101:108101:108201:108201:108201,,108101,49:50,70001:80003,26:2,57115,11423
82,据点2,9,2,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108102:108102:108202:108202,108102:108102:108202:108202,108102:108102:108202:108202,108102:108102:108202:108202,108102:108102:108202:108202,108102:108102:108202:108202:108202,108102:108102:108202:108202:108202,108102:108102:108202:108202:108202,108102:108102:108202:108202:108202,108102:108102:108202:108202:108202,108102,49:50,70001:80001,36:3,59335,11867
83,据点3,9,3,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108103:108103:108203:108203,108103:108103:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103:108103:108203:108203:108203,108103,49:50,70001:80002,47:4,61650,12330
84,据点4,9,4,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108104:108104:108204:108204:108204,108204,49:50,70001:80003,57:4,64050,12810
85,据点5,9,5,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108105:108105:108205:108205:108205,108205,49:50,70001:80001,109:8,66550,13310
86,据点6,9,6,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108106:108106:108206:108206:108206,108206,49:50,70001:80002,120:9,69155,13831
87,据点7,9,7,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108107:108107:108207:108207:108207,108207,49:50,70001:80003,125:9,71865,14373
88,据点8,9,8,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108108:108108:108208:108208:108208,108208,49:50,70001:80001,146:11,74690,14938
89,据点9,9,9,游乐园,1,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108109:108109:108209:108209:108209,108209,49:50,70001:80002,167:13,77615,15523
90,据点10,9,10,游乐园,2,Level_209,ruins_atlas,jianzhu9,feixu_xiaotuyoulei,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108210:108210,108110:108110:108210:108301:108210,108301,49:50,70001:80003,208:16,120090,24018
