id,lv_min,lv_max,drop_group,type,rarity,name,item_id,item_num,probability
10509,1,99,240,26,1,警用裤,15021,8,100
10510,1,99,240,26,1,猩红腿甲,16021,7,100
10511,1,99,240,26,1,运动鞋,17031,7,100
10512,1,99,240,26,1,战争勇者靴,18021,7,100
10513,1,99,240,26,1,拳刺,1022,1,80
10514,1,99,240,26,1,铁丝球棍,2022,1,80
10515,1,99,240,26,1,竞技用反曲弓,3032,1,80
10516,1,99,240,26,1,勇者战争手枪,4022,1,64
10517,1,99,240,26,1,冲锋护甲,10022,1,80
10518,1,99,240,26,1,警用装甲,11022,1,80
10519,1,99,240,26,1,连帽衫,12022,1,80
10520,1,99,240,26,1,战争勇者头盔,13022,1,80
10521,1,99,240,26,1,战略通讯器,14032,1,80
10522,1,99,240,26,1,警用裤,15022,1,80
10523,1,99,240,26,1,猩红腿甲,16022,1,80
10524,1,99,240,26,1,运动鞋,17032,1,80
10525,1,99,240,26,1,战争勇者靴,18022,1,80
10526,1,99,240,26,1,拳刺,1023,1,32
10527,1,99,240,26,1,铁丝球棍,2023,1,32
10528,1,99,240,26,1,竞技用反曲弓,3033,1,32
10529,1,99,240,26,1,勇者战争手枪,4023,1,26
10530,1,99,240,26,1,冲锋护甲,10023,1,32
10531,1,99,240,26,1,警用装甲,11023,1,32
10532,1,99,240,26,1,连帽衫,12023,1,32
10533,1,99,240,26,1,战争勇者头盔,13023,1,32
10534,1,99,240,26,1,战略通讯器,14033,1,32
10535,1,99,240,26,1,警用裤,15023,1,32
10536,1,99,240,26,1,猩红腿甲,16023,1,32
10537,1,99,240,26,1,运动鞋,17033,1,32
10538,1,99,240,26,1,战争勇者靴,18023,1,32
10539,1,99,240,26,1,拳刺,1024,1,13
10540,1,99,240,26,1,铁丝球棍,2024,1,13
10541,1,99,240,26,1,竞技用反曲弓,3034,1,13
10542,1,99,240,26,1,勇者战争手枪,4024,1,10
10543,1,99,240,26,1,冲锋护甲,10024,1,13
10544,1,99,240,26,1,警用装甲,11024,1,13
10545,1,99,240,26,1,连帽衫,12024,1,13
10546,1,99,240,26,1,战争勇者头盔,13024,1,13
10547,1,99,240,26,1,战略通讯器,14034,1,13
10548,1,99,240,26,1,警用裤,15024,1,13
10549,1,99,240,26,1,猩红腿甲,16024,1,13
10550,1,99,240,26,1,运动鞋,17034,1,13
10551,1,99,240,26,1,战争勇者靴,18024,1,13
10552,1,99,240,26,1,拳刺,1025,1,5
10553,1,99,240,26,1,铁丝球棍,2025,1,5
10554,1,99,240,26,1,竞技用反曲弓,3035,1,5
10555,1,99,240,26,1,勇者战争手枪,4025,1,4
10556,1,99,240,26,1,冲锋护甲,10025,1,5
10557,1,99,240,26,1,警用装甲,11025,1,5
10558,1,99,240,26,1,连帽衫,12025,1,5
10559,1,99,240,26,1,战争勇者头盔,13025,1,5
10560,1,99,240,26,1,战略通讯器,14035,1,5
10561,1,99,240,26,1,警用裤,15025,1,5
10562,1,99,240,26,1,猩红腿甲,16025,1,5
10563,1,99,240,26,1,运动鞋,17035,1,5
10564,1,99,240,26,1,战争勇者靴,18025,1,5
10565,1,99,240,20,2,便携交通工具,130001,1,20
10566,1,99,240,20,2,轻型机动车,130002,1,10
10567,1,99,240,21,2,初级探测器,130100,1,20
10568,1,99,240,21,2,中级探测器,130101,1,10
10569,1,99,240,22,2,初级战斗辅助器,130200,1,20
10570,1,99,240,22,2,中级战斗辅助器,130201,1,10
10571,1,99,240,24,2,初级战斗手册,130300,1,20
10572,1,99,240,24,2,中级战斗手册,130301,1,10
10573,1,99,240,18,2,初级训练卡,150003,1,20
10574,1,99,240,18,2,中级训练卡,150004,1,10
10575,1,99,240,25,2,维修工具,130400,1,10
10576,1,99,240,23,2,功能饮料,150002,1,10
10577,1,99,240,8,2,军用补给箱,50002,1,100
10578,1,99,240,9,2,补给箱钥匙,60002,1,220
10579,1,99,250,26,1,拳刺,1021,8,100
10580,1,99,250,26,1,铁丝球棍,2021,8,100
10581,1,99,250,26,1,竞技用反曲弓,3031,7,100
10582,1,99,250,26,1,勇者战争手枪,4021,8,80
10583,1,99,250,26,1,冲锋护甲,10021,7,100
10584,1,99,250,26,1,警用装甲,11021,7,100
10585,1,99,250,26,1,连帽衫,12021,7,100
10586,1,99,250,26,1,战争勇者头盔,13021,7,100
10587,1,99,250,26,1,战略通讯器,14031,8,100
10588,1,99,250,26,1,警用裤,15021,8,100
10589,1,99,250,26,1,猩红腿甲,16021,7,100
10590,1,99,250,26,1,运动鞋,17031,7,100
10591,1,99,250,26,1,战争勇者靴,18021,7,100
10592,1,99,250,26,1,拳刺,1022,1,80
10593,1,99,250,26,1,铁丝球棍,2022,1,80
10594,1,99,250,26,1,竞技用反曲弓,3032,1,80
10595,1,99,250,26,1,勇者战争手枪,4022,1,64
10596,1,99,250,26,1,冲锋护甲,10022,1,80
10597,1,99,250,26,1,警用装甲,11022,1,80
10598,1,99,250,26,1,连帽衫,12022,1,80
10599,1,99,250,26,1,战争勇者头盔,13022,1,80
10600,1,99,250,26,1,战略通讯器,14032,1,80
10601,1,99,250,26,1,警用裤,15022,1,80
10602,1,99,250,26,1,猩红腿甲,16022,1,80
10603,1,99,250,26,1,运动鞋,17032,1,80
10604,1,99,250,26,1,战争勇者靴,18022,1,80
10605,1,99,250,26,1,拳刺,1023,1,32
10606,1,99,250,26,1,铁丝球棍,2023,1,32
10607,1,99,250,26,1,竞技用反曲弓,3033,1,32
10608,1,99,250,26,1,勇者战争手枪,4023,1,26
10609,1,99,250,26,1,冲锋护甲,10023,1,32
10610,1,99,250,26,1,警用装甲,11023,1,32
10611,1,99,250,26,1,连帽衫,12023,1,32
10612,1,99,250,26,1,战争勇者头盔,13023,1,32
10613,1,99,250,26,1,战略通讯器,14033,1,32
10614,1,99,250,26,1,警用裤,15023,1,32
10615,1,99,250,26,1,猩红腿甲,16023,1,32
10616,1,99,250,26,1,运动鞋,17033,1,32
10617,1,99,250,26,1,战争勇者靴,18023,1,32
10618,1,99,250,26,1,拳刺,1024,1,13
10619,1,99,250,26,1,铁丝球棍,2024,1,13
10620,1,99,250,26,1,竞技用反曲弓,3034,1,13
10621,1,99,250,26,1,勇者战争手枪,4024,1,10
10622,1,99,250,26,1,冲锋护甲,10024,1,13
10623,1,99,250,26,1,警用装甲,11024,1,13
10624,1,99,250,26,1,连帽衫,12024,1,13
10625,1,99,250,26,1,战争勇者头盔,13024,1,13
10626,1,99,250,26,1,战略通讯器,14034,1,13
10627,1,99,250,26,1,警用裤,15024,1,13
10628,1,99,250,26,1,猩红腿甲,16024,1,13
10629,1,99,250,26,1,运动鞋,17034,1,13
10630,1,99,250,26,1,战争勇者靴,18024,1,13
10631,1,99,250,26,1,拳刺,1025,1,5
10632,1,99,250,26,1,铁丝球棍,2025,1,5
10633,1,99,250,26,1,竞技用反曲弓,3035,1,5
10634,1,99,250,26,1,勇者战争手枪,4025,1,4
10635,1,99,250,26,1,冲锋护甲,10025,1,5
10636,1,99,250,26,1,警用装甲,11025,1,5
10637,1,99,250,26,1,连帽衫,12025,1,5
10638,1,99,250,26,1,战争勇者头盔,13025,1,5
10639,1,99,250,26,1,战略通讯器,14035,1,5
10640,1,99,250,26,1,警用裤,15025,1,5
10641,1,99,250,26,1,猩红腿甲,16025,1,5
10642,1,99,250,26,1,运动鞋,17035,1,5
10643,1,99,250,26,1,战争勇者靴,18025,1,5
10644,1,99,250,20,2,便携交通工具,130001,1,20
10645,1,99,250,20,2,轻型机动车,130002,1,10
10646,1,99,250,21,2,初级探测器,130100,1,20
10647,1,99,250,21,2,中级探测器,130101,1,10
10648,1,99,250,22,2,初级战斗辅助器,130200,1,20
10649,1,99,250,22,2,中级战斗辅助器,130201,1,10
10650,1,99,250,24,2,初级战斗手册,130300,1,20
10651,1,99,250,24,2,中级战斗手册,130301,1,10
10652,1,99,250,18,2,初级训练卡,150003,1,20
10653,1,99,250,18,2,中级训练卡,150004,1,10
10654,1,99,250,25,2,维修工具,130400,1,10
10655,1,99,250,23,2,功能饮料,150002,1,10
10656,1,99,250,8,2,军用补给箱,50002,1,150
10657,1,99,250,9,2,补给箱钥匙,60002,1,120
10658,1,99,300,26,1,消防斧,1051,2,500
10659,1,99,300,26,1,灭火器,2041,2,400
10660,1,99,300,26,1,夜视复合弓,3051,1,400
10661,1,99,300,26,1,幸运儿左轮手枪,4041,2,300
10662,1,99,300,26,1,UMP9冲锋枪,5051,1,200
10663,1,99,300,26,1,红点霰弹,6051,1,150
10664,1,99,300,26,1,SVD狙击枪,7041,1,100
10665,1,99,300,26,1,短管榴弹冲锋枪,8051,1,100
10666,1,99,300,26,1,猩红护甲,10041,1,500
10667,1,99,300,26,1,堡垒装甲,11041,1,500
10668,1,99,300,26,1,白衣天使,12041,2,500
10669,1,99,300,26,1,防爆面罩,13041,2,500
10670,1,99,300,26,1,荒野行者帽,14051,1,500
10671,1,99,300,26,1,先锋裤甲,15051,1,500
10672,1,99,300,26,1,堡垒腿甲,16041,2,500
10673,1,99,300,26,1,荒野皮鞋,17051,1,200
10674,1,99,300,26,1,战斗精英靴,18041,1,500
10675,1,99,300,26,1,怪物血液,20041,1,400
10676,1,99,300,26,1,机械探矿器,21051,1,400
10677,1,99,300,26,1,回旋镖,22041,1,400
10678,1,99,300,26,1,烟雾弹,23041,1,400
10679,1,99,300,26,1,老式机械手表,24051,1,300
10680,1,99,300,26,1,劫掠者盾牌,25041,1,300
10681,1,99,300,20,2,便携交通工具,130001,1,20
10682,1,99,300,20,2,轻型机动车,130002,1,10
10683,1,99,300,21,2,初级探测器,130100,1,20
10684,1,99,300,21,2,中级探测器,130101,1,10
10685,1,99,300,22,2,初级战斗辅助器,130200,1,20
10686,1,99,300,22,2,中级战斗辅助器,130201,1,10
10687,1,99,300,24,2,初级战斗手册,130300,1,20
10688,1,99,300,24,2,中级战斗手册,130301,1,10
10689,1,99,300,18,2,初级训练卡,150003,1,20
10690,1,99,300,18,2,中级训练卡,150004,1,10
10691,1,99,300,25,2,维修工具,130400,1,10
10692,1,99,300,23,2,功能饮料,150002,1,10
10693,1,99,300,8,2,完整的保险柜,50003,1,500
10694,1,99,300,9,2,保险柜钥匙,60003,1,2
10695,1,99,310,26,1,消防斧,1051,2,250
10696,1,99,310,26,1,灭火器,2041,2,200
10697,1,99,310,26,1,夜视复合弓,3051,1,200
10698,1,99,310,26,1,幸运儿左轮手枪,4041,2,150
10699,1,99,310,26,1,UMP9冲锋枪,5051,1,100
10700,1,99,310,26,1,红点霰弹,6051,2,75
10701,1,99,310,26,1,SVD狙击枪,7041,1,50
10702,1,99,310,26,1,短管榴弹冲锋枪,8051,1,50
10703,1,99,310,26,1,猩红护甲,10041,1,250
10704,1,99,310,26,1,堡垒装甲,11041,1,250
10705,1,99,310,26,1,白衣天使,12041,1,250
10706,1,99,310,26,1,防爆面罩,13041,1,250
10707,1,99,310,26,1,荒野行者帽,14051,1,250
10708,1,99,310,26,1,先锋裤甲,15051,2,250
10709,1,99,310,26,1,堡垒腿甲,16041,2,250
10710,1,99,310,26,1,荒野皮鞋,17051,1,100
10711,1,99,310,26,1,战斗精英靴,18041,1,250
10712,1,99,310,26,1,怪物血液,20041,1,200
10713,1,99,310,26,1,机械探矿器,21051,2,200
10714,1,99,310,26,1,回旋镖,22041,1,200
10715,1,99,310,26,1,烟雾弹,23041,1,200
10716,1,99,310,26,1,老式机械手表,24051,1,150
10717,1,99,310,26,1,劫掠者盾牌,25041,1,150
10718,1,99,310,26,1,消防斧,1052,1,100
10719,1,99,310,26,1,灭火器,2042,1,80
10720,1,99,310,26,1,夜视复合弓,3052,1,80
10721,1,99,310,26,1,幸运儿左轮手枪,4042,1,60
10722,1,99,310,26,1,UMP9冲锋枪,5052,1,40
10723,1,99,310,26,1,红点霰弹,6052,1,30
10724,1,99,310,26,1,SVD狙击枪,7042,1,20
10725,1,99,310,26,1,短管榴弹冲锋枪,8052,1,20
10726,1,99,310,26,1,猩红护甲,10042,1,100
10727,1,99,310,26,1,堡垒装甲,11042,1,100
10728,1,99,310,26,1,白衣天使,12042,1,100
10729,1,99,310,26,1,防爆面罩,13042,1,100
10730,1,99,310,26,1,荒野行者帽,14052,1,100
10731,1,99,310,26,1,先锋裤甲,15052,1,100
10732,1,99,310,26,1,堡垒腿甲,16042,1,100
10733,1,99,310,26,1,荒野皮鞋,17052,1,40
10734,1,99,310,26,1,战斗精英靴,18042,1,100
10735,1,99,310,26,1,怪物血液,20042,1,80
10736,1,99,310,26,1,机械探矿器,21052,1,80
10737,1,99,310,26,1,回旋镖,22042,1,80
10738,1,99,310,26,1,烟雾弹,23042,1,80
10739,1,99,310,26,1,老式机械手表,24052,1,60
10740,1,99,310,26,1,劫掠者盾牌,25042,1,60
10741,1,99,310,26,1,消防斧,1053,1,50
10742,1,99,310,26,1,灭火器,2043,1,40
10743,1,99,310,26,1,夜视复合弓,3053,1,40
10744,1,99,310,26,1,幸运儿左轮手枪,4043,1,30
10745,1,99,310,26,1,UMP9冲锋枪,5053,1,20
10746,1,99,310,26,1,红点霰弹,6053,1,15
10747,1,99,310,26,1,SVD狙击枪,7043,1,10
10748,1,99,310,26,1,短管榴弹冲锋枪,8053,1,10
10749,1,99,310,26,1,猩红护甲,10043,1,50
10750,1,99,310,26,1,堡垒装甲,11043,1,50
10751,1,99,310,26,1,白衣天使,12043,1,50
10752,1,99,310,26,1,防爆面罩,13043,1,50
10753,1,99,310,26,1,荒野行者帽,14053,1,50
10754,1,99,310,26,1,先锋裤甲,15053,1,50
10755,1,99,310,26,1,堡垒腿甲,16043,1,50
10756,1,99,310,26,1,荒野皮鞋,17053,1,20
10757,1,99,310,26,1,战斗精英靴,18043,1,50
10758,1,99,310,26,1,怪物血液,20043,1,40
10759,1,99,310,26,1,机械探矿器,21053,1,40
10760,1,99,310,26,1,回旋镖,22043,1,40
10761,1,99,310,26,1,烟雾弹,23043,1,40
10762,1,99,310,26,1,老式机械手表,24053,1,30
10763,1,99,310,26,1,劫掠者盾牌,25043,1,30
10764,1,99,310,20,2,便携交通工具,130001,1,20
10765,1,99,310,20,2,轻型机动车,130002,1,10
10766,1,99,310,21,2,初级探测器,130100,1,20
10767,1,99,310,21,2,中级探测器,130101,1,10
10768,1,99,310,22,2,初级战斗辅助器,130200,1,20
10769,1,99,310,22,2,中级战斗辅助器,130201,1,10
10770,1,99,310,24,2,初级战斗手册,130300,1,20
10771,1,99,310,24,2,中级战斗手册,130301,1,10
10772,1,99,310,18,2,初级训练卡,150003,1,20
10773,1,99,310,18,2,中级训练卡,150004,1,10
10774,1,99,310,25,2,维修工具,130400,1,10
10775,1,99,310,23,2,功能饮料,150002,1,10
10776,1,99,310,8,2,完整的保险柜,50003,1,200
10777,1,99,310,9,2,保险柜钥匙,60003,1,2
10778,1,99,320,26,1,消防斧,1051,2,250
10779,1,99,320,26,1,灭火器,2041,2,200
10780,1,99,320,26,1,夜视复合弓,3051,1,200
10781,1,99,320,26,1,幸运儿左轮手枪,4041,2,150
10782,1,99,320,26,1,UMP9冲锋枪,5051,1,100
10783,1,99,320,26,1,红点霰弹,6051,2,75
10784,1,99,320,26,1,SVD狙击枪,7041,1,50
10785,1,99,320,26,1,短管榴弹冲锋枪,8051,1,50
10786,1,99,320,26,1,猩红护甲,10041,1,250
10787,1,99,320,26,1,堡垒装甲,11041,1,250
10788,1,99,320,26,1,白衣天使,12041,1,250
10789,1,99,320,26,1,防爆面罩,13041,1,250
10790,1,99,320,26,1,荒野行者帽,14051,1,250
10791,1,99,320,26,1,先锋裤甲,15051,2,250
10792,1,99,320,26,1,堡垒腿甲,16041,2,250
10793,1,99,320,26,1,荒野皮鞋,17051,1,100
10794,1,99,320,26,1,战斗精英靴,18041,1,250
10795,1,99,320,26,1,怪物血液,20041,1,200
10796,1,99,320,26,1,机械探矿器,21051,2,200
10797,1,99,320,26,1,回旋镖,22041,1,200
10798,1,99,320,26,1,烟雾弹,23041,1,200
10799,1,99,320,26,1,老式机械手表,24051,1,150
10800,1,99,320,26,1,劫掠者盾牌,25041,1,150
10801,1,99,320,26,1,消防斧,1052,1,100
10802,1,99,320,26,1,灭火器,2042,1,80
10803,1,99,320,26,1,夜视复合弓,3052,1,80
10804,1,99,320,26,1,幸运儿左轮手枪,4042,1,60
10805,1,99,320,26,1,UMP9冲锋枪,5052,1,40
10806,1,99,320,26,1,红点霰弹,6052,1,30
10807,1,99,320,26,1,SVD狙击枪,7042,1,20
10808,1,99,320,26,1,短管榴弹冲锋枪,8052,1,20
10809,1,99,320,26,1,猩红护甲,10042,1,100
10810,1,99,320,26,1,堡垒装甲,11042,1,100
10811,1,99,320,26,1,白衣天使,12042,1,100
10812,1,99,320,26,1,防爆面罩,13042,1,100
10813,1,99,320,26,1,荒野行者帽,14052,1,100
10814,1,99,320,26,1,先锋裤甲,15052,1,100
10815,1,99,320,26,1,堡垒腿甲,16042,1,100
10816,1,99,320,26,1,荒野皮鞋,17052,1,40
10817,1,99,320,26,1,战斗精英靴,18042,1,100
10818,1,99,320,26,1,怪物血液,20042,1,80
10819,1,99,320,26,1,机械探矿器,21052,1,80
10820,1,99,320,26,1,回旋镖,22042,1,80
10821,1,99,320,26,1,烟雾弹,23042,1,80
10822,1,99,320,26,1,老式机械手表,24052,1,60
10823,1,99,320,26,1,劫掠者盾牌,25042,1,60
10824,1,99,320,26,1,消防斧,1053,1,40
10825,1,99,320,26,1,灭火器,2043,1,32
10826,1,99,320,26,1,夜视复合弓,3053,1,32
10827,1,99,320,26,1,幸运儿左轮手枪,4043,1,24
10828,1,99,320,26,1,UMP9冲锋枪,5053,1,16
10829,1,99,320,26,1,红点霰弹,6053,1,12
10830,1,99,320,26,1,SVD狙击枪,7043,1,8
10831,1,99,320,26,1,短管榴弹冲锋枪,8053,1,8
10832,1,99,320,26,1,猩红护甲,10043,1,40
10833,1,99,320,26,1,堡垒装甲,11043,1,40
10834,1,99,320,26,1,白衣天使,12043,1,40
10835,1,99,320,26,1,防爆面罩,13043,1,40
10836,1,99,320,26,1,荒野行者帽,14053,1,40
10837,1,99,320,26,1,先锋裤甲,15053,1,40
10838,1,99,320,26,1,堡垒腿甲,16043,1,40
10839,1,99,320,26,1,荒野皮鞋,17053,1,16
10840,1,99,320,26,1,战斗精英靴,18043,1,40
10841,1,99,320,26,1,怪物血液,20043,1,32
10842,1,99,320,26,1,机械探矿器,21053,1,32
10843,1,99,320,26,1,回旋镖,22043,1,32
10844,1,99,320,26,1,烟雾弹,23043,1,32
10845,1,99,320,26,1,老式机械手表,24053,1,24
10846,1,99,320,26,1,劫掠者盾牌,25043,1,24
10847,1,99,320,26,1,消防斧,1054,1,4
10848,1,99,320,26,1,灭火器,2044,1,3
10849,1,99,320,26,1,夜视复合弓,3054,1,3
10850,1,99,320,26,1,幸运儿左轮手枪,4044,1,2
10851,1,99,320,26,1,UMP9冲锋枪,5054,1,2
10852,1,99,320,26,1,红点霰弹,6054,1,1
10853,1,99,320,26,1,SVD狙击枪,7044,1,1
10854,1,99,320,26,1,短管榴弹冲锋枪,8054,1,1
10855,1,99,320,26,1,猩红护甲,10044,1,4
10856,1,99,320,26,1,堡垒装甲,11044,1,4
10857,1,99,320,26,1,白衣天使,12044,1,4
10858,1,99,320,26,1,防爆面罩,13044,1,4
10859,1,99,320,26,1,荒野行者帽,14054,1,4
10860,1,99,320,26,1,先锋裤甲,15054,1,4
10861,1,99,320,26,1,堡垒腿甲,16044,1,4
10862,1,99,320,26,1,荒野皮鞋,17054,1,2
10863,1,99,320,26,1,战斗精英靴,18044,1,4
10864,1,99,320,26,1,怪物血液,20044,1,3
10865,1,99,320,26,1,机械探矿器,21054,1,3
10866,1,99,320,26,1,回旋镖,22044,1,3
10867,1,99,320,26,1,烟雾弹,23044,1,3
10868,1,99,320,26,1,老式机械手表,24054,1,2
10869,1,99,320,26,1,劫掠者盾牌,25044,1,2
10870,1,99,320,20,2,便携交通工具,130001,1,20
10871,1,99,320,20,2,轻型机动车,130002,1,10
10872,1,99,320,21,2,初级探测器,130100,1,20
10873,1,99,320,21,2,中级探测器,130101,1,10
10874,1,99,320,22,2,初级战斗辅助器,130200,1,20
10875,1,99,320,22,2,中级战斗辅助器,130201,1,10
10876,1,99,320,24,2,初级战斗手册,130300,1,20
10877,1,99,320,24,2,中级战斗手册,130301,1,10
10878,1,99,320,18,2,初级训练卡,150003,1,20
10879,1,99,320,18,2,中级训练卡,150004,1,10
10880,1,99,320,25,2,维修工具,130400,1,10
10881,1,99,320,23,2,功能饮料,150002,1,10
10882,1,99,320,8,2,完整的保险柜,50003,1,100
10883,1,99,320,9,2,保险柜钥匙,60003,1,2
10884,1,99,330,26,1,消防斧,1052,1,250
10885,1,99,330,26,1,灭火器,2042,1,250
10886,1,99,330,26,1,夜视复合弓,3052,1,200
10887,1,99,330,26,1,幸运儿左轮手枪,4042,1,150
10888,1,99,330,26,1,UMP9冲锋枪,5052,1,100
10889,1,99,330,26,1,红点霰弹,6052,1,75
10890,1,99,330,26,1,SVD狙击枪,7042,1,75
10891,1,99,330,26,1,短管榴弹冲锋枪,8052,1,50
10892,1,99,330,26,1,猩红护甲,10042,1,250
10893,1,99,330,26,1,堡垒装甲,11042,1,250
10894,1,99,330,26,1,白衣天使,12042,1,250
10895,1,99,330,26,1,防爆面罩,13042,1,250
10896,1,99,330,26,1,荒野行者帽,14052,1,250
10897,1,99,330,26,1,先锋裤甲,15052,1,250
10898,1,99,330,26,1,堡垒腿甲,16042,1,250
10899,1,99,330,26,1,荒野皮鞋,17052,1,100
10900,1,99,330,26,1,战斗精英靴,18042,1,250
10901,1,99,330,26,1,怪物血液,20042,1,250
10902,1,99,330,26,1,机械探矿器,21052,1,250
10903,1,99,330,26,1,回旋镖,22042,1,100
10904,1,99,330,26,1,烟雾弹,23042,1,250
10905,1,99,330,26,1,老式机械手表,24052,1,250
10906,1,99,330,26,1,劫掠者盾牌,25042,1,200
10907,1,99,330,26,1,消防斧,1053,1,100
10908,1,99,330,26,1,灭火器,2043,1,100
10909,1,99,330,26,1,夜视复合弓,3053,1,80
10910,1,99,330,26,1,幸运儿左轮手枪,4043,1,60
10911,1,99,330,26,1,UMP9冲锋枪,5053,1,40
10912,1,99,330,26,1,红点霰弹,6053,1,30
10913,1,99,330,26,1,SVD狙击枪,7043,1,30
10914,1,99,330,26,1,短管榴弹冲锋枪,8053,1,20
10915,1,99,330,26,1,猩红护甲,10043,1,100
10916,1,99,330,26,1,堡垒装甲,11043,1,100
10917,1,99,330,26,1,白衣天使,12043,1,100
10918,1,99,330,26,1,防爆面罩,13043,1,100
10919,1,99,330,26,1,荒野行者帽,14053,1,100
10920,1,99,330,26,1,先锋裤甲,15053,1,100
10921,1,99,330,26,1,堡垒腿甲,16043,1,100
10922,1,99,330,26,1,荒野皮鞋,17053,1,40
10923,1,99,330,26,1,战斗精英靴,18043,1,100
10924,1,99,330,26,1,怪物血液,20043,1,100
10925,1,99,330,26,1,机械探矿器,21053,1,100
10926,1,99,330,26,1,回旋镖,22043,1,40
10927,1,99,330,26,1,烟雾弹,23043,1,100
10928,1,99,330,26,1,老式机械手表,24053,1,100
10929,1,99,330,26,1,劫掠者盾牌,25043,1,80
10930,1,99,330,26,1,消防斧,1054,1,20
10931,1,99,330,26,1,灭火器,2044,1,20
10932,1,99,330,26,1,夜视复合弓,3054,1,16
10933,1,99,330,26,1,幸运儿左轮手枪,4044,1,12
10934,1,99,330,26,1,UMP9冲锋枪,5054,1,8
10935,1,99,330,26,1,红点霰弹,6054,1,6
10936,1,99,330,26,1,SVD狙击枪,7044,1,6
10937,1,99,330,26,1,短管榴弹冲锋枪,8054,1,4
10938,1,99,330,26,1,猩红护甲,10044,1,20
10939,1,99,330,26,1,堡垒装甲,11044,1,20
10940,1,99,330,26,1,白衣天使,12044,1,20
10941,1,99,330,26,1,防爆面罩,13044,1,20
10942,1,99,330,26,1,荒野行者帽,14054,1,20
10943,1,99,330,26,1,先锋裤甲,15054,1,20
10944,1,99,330,26,1,堡垒腿甲,16044,1,20
10945,1,99,330,26,1,荒野皮鞋,17054,1,8
10946,1,99,330,26,1,战斗精英靴,18044,1,20
10947,1,99,330,26,1,怪物血液,20044,1,20
10948,1,99,330,26,1,机械探矿器,21054,1,20
10949,1,99,330,26,1,回旋镖,22044,1,8
10950,1,99,330,26,1,烟雾弹,23044,1,20
10951,1,99,330,26,1,老式机械手表,24054,1,20
10952,1,99,330,26,1,劫掠者盾牌,25044,1,16
10953,1,99,330,20,2,便携交通工具,130001,1,20
10954,1,99,330,20,2,轻型机动车,130002,1,10
10955,1,99,330,21,2,初级探测器,130100,1,20
10956,1,99,330,21,2,中级探测器,130101,1,10
10957,1,99,330,22,2,初级战斗辅助器,130200,1,20
10958,1,99,330,22,2,中级战斗辅助器,130201,1,10
10959,1,99,330,24,2,初级战斗手册,130300,1,20
10960,1,99,330,24,2,中级战斗手册,130301,1,10
10961,1,99,330,18,2,初级训练卡,150003,1,20
10962,1,99,330,18,2,中级训练卡,150004,1,10
10963,1,99,330,25,2,维修工具,130400,1,10
10964,1,99,330,23,2,功能饮料,150002,1,10
10965,1,99,330,8,2,完整的保险柜,50003,1,100
10966,1,99,330,9,2,保险柜钥匙,60003,1,150
10967,1,99,340,26,1,消防斧,1052,1,250
10968,1,99,340,26,1,灭火器,2042,1,250
10969,1,99,340,26,1,夜视复合弓,3052,1,200
10970,1,99,340,26,1,幸运儿左轮手枪,4042,1,150
10971,1,99,340,26,1,UMP9冲锋枪,5052,1,100
10972,1,99,340,26,1,红点霰弹,6052,1,75
10973,1,99,340,26,1,SVD狙击枪,7042,1,75
10974,1,99,340,26,1,短管榴弹冲锋枪,8052,1,50
10975,1,99,340,26,1,猩红护甲,10042,1,250
10976,1,99,340,26,1,堡垒装甲,11042,1,250
10977,1,99,340,26,1,白衣天使,12042,1,250
10978,1,99,340,26,1,防爆面罩,13042,1,250
10979,1,99,340,26,1,荒野行者帽,14052,1,250
10980,1,99,340,26,1,先锋裤甲,15052,1,250
10981,1,99,340,26,1,堡垒腿甲,16042,1,250
10982,1,99,340,26,1,荒野皮鞋,17052,1,100
10983,1,99,340,26,1,战斗精英靴,18042,1,250
10984,1,99,340,26,1,怪物血液,20042,1,250
10985,1,99,340,26,1,机械探矿器,21052,1,250
10986,1,99,340,26,1,回旋镖,22042,1,100
10987,1,99,340,26,1,烟雾弹,23042,1,250
10988,1,99,340,26,1,老式机械手表,24052,1,250
10989,1,99,340,26,1,劫掠者盾牌,25042,1,200
10990,1,99,340,26,1,消防斧,1053,1,100
10991,1,99,340,26,1,灭火器,2043,1,100
10992,1,99,340,26,1,夜视复合弓,3053,1,80
10993,1,99,340,26,1,幸运儿左轮手枪,4043,1,60
10994,1,99,340,26,1,UMP9冲锋枪,5053,1,40
10995,1,99,340,26,1,红点霰弹,6053,1,30
10996,1,99,340,26,1,SVD狙击枪,7043,1,30
10997,1,99,340,26,1,短管榴弹冲锋枪,8053,1,20
10998,1,99,340,26,1,猩红护甲,10043,1,100
10999,1,99,340,26,1,堡垒装甲,11043,1,100
11000,1,99,340,26,1,白衣天使,12043,1,100
11001,1,99,340,26,1,防爆面罩,13043,1,100
11002,1,99,340,26,1,荒野行者帽,14053,1,100
11003,1,99,340,26,1,先锋裤甲,15053,1,100
11004,1,99,340,26,1,堡垒腿甲,16043,1,100
11005,1,99,340,26,1,荒野皮鞋,17053,1,40
11006,1,99,340,26,1,战斗精英靴,18043,1,100
11007,1,99,340,26,1,怪物血液,20043,1,100
11008,1,99,340,26,1,机械探矿器,21053,1,100
11009,1,99,340,26,1,回旋镖,22043,1,40
11010,1,99,340,26,1,烟雾弹,23043,1,100
11011,1,99,340,26,1,老式机械手表,24053,1,100
11012,1,99,340,26,1,劫掠者盾牌,25043,1,80
