index,id,equip_type,skill_atlas,skill_icon,skill_name,display_type,speed,speed_effect,shift_target,if_group,anger_skill_prepare_effect_id,anger_skill_prepare_audio_id,anger_skill_prepare_next_time,anger_skill_prepare_life_time,effect_trigger_time,skill_attack_effect_id,skill_attack_audio,skill_attack_bullet,skill_attack_bullet_if_through,skill_attack_bullet_next_time,skill_attack_trigger_effect_id,trajectory,skill_attack_trigger_audio,skill_attack_trigger_next_time,skill_attack_hit_effect_id,skill_attack_hit_audio
1302,210234,4,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1303,210234,5,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1304,210234,6,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1305,210234,7,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1306,210234,8,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1307,210234,11,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1308,210234,10,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1309,210234,9,heroSkill_atlas,skill_210234,震荡反击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1310,210237,1,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1311,210237,2,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1312,210237,3,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1313,210237,4,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1314,210237,5,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1315,210237,6,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1316,210237,7,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1317,210237,8,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1318,210237,11,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1319,210237,10,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1320,210237,9,heroSkill_atlas,skill_210237,嗜血无情,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1321,210240,1,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1322,210240,2,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1323,210240,3,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1324,210240,4,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1325,210240,5,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1326,210240,6,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1327,210240,7,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1328,210240,8,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1329,210240,11,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1330,210240,10,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1331,210240,9,heroSkill_atlas,skill_210240,天神下凡,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1332,210302,1,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1333,210302,2,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1334,210302,3,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1335,210302,4,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1336,210302,5,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1337,210302,6,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1338,210302,7,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1339,210302,8,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1340,210302,11,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1341,210302,10,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1342,210302,9,heroSkill_atlas,skill_210302,成长,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1343,210306,1,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1344,210306,2,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1345,210306,3,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1346,210306,4,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1347,210306,5,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1348,210306,6,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1349,210306,7,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1350,210306,8,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1351,210306,11,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1352,210306,10,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1353,210306,9,heroSkill_atlas,skill_210306,刃甲,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1354,210311,1,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1355,210311,2,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1356,210311,3,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1357,210311,4,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1358,210311,5,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1359,210311,6,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1360,210311,7,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1361,210311,8,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1362,210311,11,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1363,210311,10,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1364,210311,9,heroSkill_atlas,skill_210311,蛮牛冲撞,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1365,210314,1,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1366,210314,2,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1367,210314,3,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1368,210314,4,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1369,210314,5,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1370,210314,6,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1371,210314,7,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1372,210314,8,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1373,210314,11,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1374,210314,10,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1375,210314,9,heroSkill_atlas,skill_210314,意志护盾,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1376,210317,1,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1377,210317,2,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1378,210317,3,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1379,210317,4,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1380,210317,5,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1381,210317,6,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1382,210317,7,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1383,210317,8,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1384,210317,11,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1385,210317,10,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1386,210317,9,heroSkill_atlas,skill_210317,致命打击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1387,210320,1,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1388,210320,2,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1389,210320,3,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1390,210320,4,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1391,210320,5,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1392,210320,6,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1393,210320,7,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1394,210320,8,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1395,210320,11,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1396,210320,10,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1397,210320,9,heroSkill_atlas,skill_210320,双重重击,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1398,210323,1,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1399,210323,2,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1400,210323,3,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1401,210323,4,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1402,210323,5,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1403,210323,6,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1404,210323,7,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1405,210323,8,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1406,210323,11,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1407,210323,10,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1408,210323,9,heroSkill_atlas,skill_210323,霸体,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1409,210326,1,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1410,210326,2,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1411,210326,3,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1412,210326,4,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1413,210326,5,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1414,210326,6,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1415,210326,7,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1416,210326,8,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1417,210326,11,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1418,210326,10,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1419,210326,9,heroSkill_atlas,skill_210326,勇气铠甲,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1420,210329,1,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1421,210329,2,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1422,210329,3,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1423,210329,4,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1424,210329,5,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1425,210329,6,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1426,210329,7,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1427,210329,8,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1428,210329,11,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1429,210329,10,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1430,210329,9,heroSkill_atlas,skill_210329,求生意志,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1431,210332,1,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1432,210332,2,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1433,210332,3,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1434,210332,4,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1435,210332,5,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1436,210332,6,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1437,210332,7,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1438,210332,8,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1439,210332,11,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1440,210332,10,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1441,210332,9,heroSkill_atlas,skill_210332,勇猛冲锋,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1442,210335,1,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1443,210335,2,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1444,210335,3,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1445,210335,4,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1446,210335,5,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1447,210335,6,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1448,210335,7,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1449,210335,8,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1450,210335,11,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1451,210335,10,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1452,210335,9,heroSkill_atlas,skill_210335,坚守壁垒,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1453,210338,1,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6002,203,,0,,,,,,6102,301
1454,210338,2,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6003,201,,0,,,,,,6103,302
1455,210338,3,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6004,202,,0,,,,,,6104,302
1456,210338,4,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6005,204,,0,,,,,,6105,304
1457,210338,5,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6006,200,,0,,,,,,6106,306
1458,210338,6,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6009,206,,0,,,,,,6109,306
1459,210338,7,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6008,207,,0,,,,,,6108,305
1460,210338,8,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6007,205,,0,,,,,,6107,303
1461,210338,11,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6001,201,,0,,,,,,6101,302
1462,210338,10,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1463,210338,9,heroSkill_atlas,skill_210338,狂野成长,1,0,,0,1,3017,,,1000,,6201,208,,0,,,,,,2001,301
1464,220101,1,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6002,203,,0,,,,,,6102,301
1465,220101,2,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6003,201,,0,,,,,,6103,302
1466,220101,3,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6004,202,,0,,,,,,6104,302
1467,220101,4,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6005,204,,0,,,,,,6105,304
1468,220101,5,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6006,200,,0,,,,,,6106,306
1469,220101,6,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6009,206,,0,,,,,,6109,306
1470,220101,7,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6008,207,,0,,,,,,6108,305
1471,220101,8,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6007,205,,0,,,,,,6107,303
1472,220101,11,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6001,201,,0,,,,,,6101,302
1473,220101,10,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1474,220101,9,heroSkill_atlas,skill_220101,绞杀,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1475,220104,1,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6002,203,,0,,,,,,6102,301
1476,220104,2,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6003,201,,0,,,,,,6103,302
1477,220104,3,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6004,202,,0,,,,,,6104,302
1478,220104,4,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6005,204,,0,,,,,,6105,304
1479,220104,5,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6006,200,,0,,,,,,6106,306
1480,220104,6,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6009,206,,0,,,,,,6109,306
1481,220104,7,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6008,207,,0,,,,,,6108,305
1482,220104,8,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6007,205,,0,,,,,,6107,303
1483,220104,11,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6001,201,,0,,,,,,6101,302
1484,220104,10,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1485,220104,9,heroSkill_atlas,skill_220104,狂刃,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1486,220107,1,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6002,203,,0,,,,,,6102,301
1487,220107,2,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6003,201,,0,,,,,,6103,302
1488,220107,3,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6004,202,,0,,,,,,6104,302
1489,220107,4,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6005,204,,0,,,,,,6105,304
1490,220107,5,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6006,200,,0,,,,,,6106,306
1491,220107,6,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6009,206,,0,,,,,,6109,306
1492,220107,7,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6008,207,,0,,,,,,6108,305
1493,220107,8,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6007,205,,0,,,,,,6107,303
1494,220107,11,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6001,201,,0,,,,,,6101,302
1495,220107,10,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1496,220107,9,heroSkill_atlas,skill_220107,突袭,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1497,220110,1,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6002,203,,0,,,,,,6102,301
1498,220110,2,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6003,201,,0,,,,,,6103,302
1499,220110,3,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6004,202,,0,,,,,,6104,302
1500,220110,4,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6005,204,,0,,,,,,6105,304
1501,220110,5,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6006,200,,0,,,,,,6106,306
1502,220110,6,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6009,206,,0,,,,,,6109,306
1503,220110,7,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6008,207,,0,,,,,,6108,305
1504,220110,8,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6007,205,,0,,,,,,6107,303
1505,220110,11,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6001,201,,0,,,,,,6101,302
1506,220110,10,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1507,220110,9,heroSkill_atlas,skill_220110,割裂,1,0,,0,1,3018,,,1000,,6201,208,,0,,,,,,2001,301
1508,220112,1,heroSkill_atlas,skill_220112,旋风,1,0,,0,1,3018,,,1000,,6002,203,,0,,,,,,6102,301
1509,220112,2,heroSkill_atlas,skill_220112,旋风,1,0,,0,1,3018,,,1000,,6003,201,,0,,,,,,6103,302
