id,name,atlas,big_icon,icon,icon_shelf,type,sub_type,desc,sort,level,unlock_show_type,unlock_show_val,unlock_type,unlock_val_01,unlock_val_02,unlock_dec,activate_drawing,artisan_id,artisan_lv,production_artisan_exp,speed_up_energy,make_integral,speed_up_diamond,production_time,material_id,material_num,delete_material_id,delete_material_num,component1_type,component1_id,component1_num,component2_type,component2_id,component2_num,progress1_reward_type,progress1_reward_id,progress1_reward_val,progress1_exp,progress1_dec,progress1_blueprint,progress2_reward_type,progress2_reward_id,progress2_reward_val,progress2_exp,progress2_dec,progress2_blueprint,progress3_reward_type,progress3_reward_id,progress3_reward_val,progress3_exp,progress3_dec,progress3_blueprint,progress4_reward_type,progress4_reward_id,progress4_reward_val,progress4_exp,progress4_dec,progress4_blueprint,progress5_reward_type,progress5_reward_id,progress5_reward_val,progress5_exp,progress5_dec,progress5_blueprint,star1_reward_type,star1_reward_id,star1_reward_val,star1_item_num,star1__dec,star2_reward_type,star2_reward_id,star2_reward_val,star2_item_num,star2__dec,star3_reward_type,star3_reward_id,star3_reward_val,star3_item_num,star3__dec
v:number,v:string,v:string,v:string,v:string,v:string,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,list:number,list:number,list:number,list:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:string
装备ID,装备类别名称,图集,大图标url,UI对应图标,货架对应图标,大类别,小类别,装备说明,序号,等级,前端显示解锁条件类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-宝箱获得，4-转盘获得，5-七日目标完成获得，6-礼包获得,前端显示解锁条件,解锁类型:1-获得指定员工解锁，2-制作指定装备达到X数量解锁，3-通过获得图纸解锁,解锁条件1,解锁条件2,解锁说明文字,激活消耗图纸数量,所需员工ID,所需员工等级,制造工匠获得经验,加速能量与时间兑换比例1能量=X秒(改为总消耗能量),巧匠大赛积分,加速消耗钻石(已废弃，改用公式计算),制作时间-秒,消耗材料ID,消耗材料数量,删除返回材料ID,删除返回材料数量,消耗配件1类型,消耗配件1id,消耗配件1数量,消耗配件2类型,消耗配件2id,消耗配件2数量,物品进度1奖励_类型,物品进度1奖励_id,物品进度1奖励_效果值,物品进度1_制作数量,物品进度1_文字说明,物品进度1_奖励图纸数量,物品进度2奖励_类型,物品进度2奖励_id,物品进度2奖励_效果值,物品进度2_制作数量,物品进度2_文字说明,物品进度2_奖励图纸数量,物品进度3奖励_类型,物品进度3奖励_id,物品进度3奖励_效果值,物品进度3_制作数量,物品进度3_文字说明,物品进度3_奖励图纸数量,物品进度4奖励_类型,物品进度4奖励_id,物品进度4奖励_效果值,物品进度4_制作数量,物品进度4_文字说明,物品进度4_奖励图纸数量,物品进度5奖励_类型,物品进度5奖励_id,物品进度5奖励_效果值,物品进度5_制作数量,物品进度5_文字说明,物品进度5_奖励图纸数量,升星1奖励_类型,升星1奖励_id,升星1奖励_效果值（触发概率=X/10000）,升星1_需要材料数量,升星1_文字说明,升星2奖励_类型,升星2奖励_id,升星2奖励_效果值（触发概率=X/10000）,升星2_需要材料数量,升星2_文字说明,升星3奖励_类型,升星3奖励_id,升星3奖励_效果值（触发概率=X/10000）,升星3_需要材料数量,升星3_文字说明
6040,KSG霰弹枪,Equip_Icon01_atlas,icon_6040,icon_6040,icon_6040,1,8,拥有强大的威力，对前方范围敌人造成毁灭打击,4,3,2,6030,2,6030,30,制作590M霰弹枪达到X30可解锁,3,6,5,55,135,27,14,390,20001,21,20001,2,2,30002,3,,,,5,0,150,8,售价提升,1,4,0,25,18,制作耗时,1,7,6050,1,32,解锁图纸,1,8,0,2,50,高品质概率,1,8,0,3,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
6050,红点霰弹,Equip_Icon01_atlas,icon_6050,icon_6050,icon_6050,1,8,射程较短，但威力极大,5,4,2,6040,2,6040,32,制作KSG霰弹枪达到X32可解锁,6,6,8,107,225,50,14,750,20001:20002,34:8,20001:20002,3:1,1,6011,1,2,30004,3,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,7,6060,1,36,解锁图纸,1,1,20001,5,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
6060,爆裂霰弹枪,Equip_Icon01_atlas,icon_6060,icon_6060,icon_6060,1,8,因为枪管多，所以命中率非常高,6,5,2,6050,2,6050,36,制作红点霰弹达到X36可解锁,10,6:5,11:1,180,335,106,14,1710,20001:20002:20005,60:20:12,20001:20002:20005,6:2:1,2,30008,4,,,,4,0,25,8,制作耗时,1,1,20001,10,20,资源节省,1,7,6070,1,36,解锁图纸,1,5,0,125,55,售价提升,1,8,0,2,85,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
6070,聒噪霰弹枪,Equip_Icon01_atlas,icon_6070,icon_6070,icon_6070,1,8,与他的大范围大杀伤性相对应的是它的消耗弹药量过大的缺点,7,6,2,6060,2,6060,36,制作爆裂霰弹枪达到X36可解锁,16,6:5,14:10,278,465,216,14,3300,20001:20002:20005,99:30:25,20001:20002:20005,9:3:1,2,30011,4,2,30002,5,4,0,25,9,制作耗时,1,1,20001,20,22,资源节省,1,7,6080,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
6080,九头蛇霰弹枪,Equip_Icon01_atlas,icon_6080,icon_6080,icon_6080,1,8,无与伦比的威力下，极高的命中率，超大的杀伤范围,8,7,2,6070,2,6070,40,制作聒噪霰弹枪达到X40可解锁,25,6:5,18:14,435,675,518,14,7200,20001:20005:20008,155:39:10,20001:20005:20008,15:3:1,1,6032,1,2,30015,4,4,0,25,10,制作耗时,1,1,20001,30,24,资源节省,1,7,6090,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
6090,冻结之星霰弹枪,Equip_Icon01_atlas,icon_6090,icon_6090,icon_6090,1,8,被击中的敌人要小心，据说会冻结灵魂,9,8,2,6080,2,6080,44,制作九头蛇霰弹枪达到X44可解锁,35,6:2,21:17,578,860,771,14,13800,20001:20005:20010,199:51:7,20001:20005:20010,19:5:1,2,30018,4,2,30010,5,4,0,25,11,制作耗时,1,1,20001,40,28,资源节省,1,7,6110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
6110,雷神霰弹枪,Equip_Icon02_atlas,icon_6110,icon_6110,icon_6110,1,8,就像它的名字一样，他射出的子弹能让敌人感受到雷神的怒吼,11,9,2,6090,2,6090,50,制作冻结之星霰弹枪达到X50可解锁,45,6:5,24:20,743,1065,1224,14,18000,20001:20005:20009,244:67:13,20001:20005:20009,24:6:1,1,1052,1,2,30021,4,4,0,25,10,制作耗时,1,1,20001,46,26,资源节省,1,7,6130,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
6130,电磁脉冲霰弹枪,Equip_Icon02_atlas,equip_xiandanqiang,equip_xiandanqiang,equip_xiandanqiang,1,8,难得的长距离攻击散弹枪，但威力却没有因此减少分毫,13,10,2,6110,2,6110,46,制作雷神霰弹枪达到X46可解锁,45,6:5,27:23,938,2335,1909,14,31800,20001:20005:20009,290:82:22,20001:20005:20009,29:8:2,2,30023,4,2,30018,5,4,0,20,10,制作耗时,1,1,20001,55,26,资源节省,1,5,0,125,46,售价提升,1,2,30018,2,70,节约配件,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
6020,雷托霰弹枪,Equip_Icon01_atlas,icon_6020,icon_6020,icon_6020,1,8,一把属于冲锋陷阵者的利器,2,1,6,1,3,166020,1,通过专享礼包获得,0,6,2,6,40,17,11,60,20001:20002,8:2,20001:20002,1:1,2,30001,1,,,,5,0,150,10,售价提升,1,4,0,25,16,制作耗时,1,1,20001,2,28,资源节省,1,8,0,2,45,高品质概率,1,8,0,2,70,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
6150,战术霰弹枪,Equip_Icon01_atlas,icon_6150,icon_6150,icon_6150,1,8,在外出探索的过程中，它能一枪破门,15,3,6,-1,3,166150,1,通过参与活动获得,0,6,6,70,165,39,13,520,20001:20002,26:13,20001:20002,2:1,,,,,,,5,0,150,7,售价提升,1,4,0,25,18,制作耗时,1,1,20001,5,32,资源节省,1,4,0,20,50,制作耗时,1,8,0,2,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
6100,眼镜蛇霰弹枪,Equip_Icon01_atlas,icon_6100,icon_6100,icon_6100,1,8,小心别被它射中，更要小心它子弹射中的地方,10,8,4,-1,3,166100,1,开启无畏宝箱获得,0,6:5,22:18,428,925,1250,11,14400,20001:20002:20005,192:80:51,20001:20002:20005,19:8:5,2,30016,4,2,30017,4,4,0,25,11,制作耗时,1,1,20001,40,28,资源节省,1,5,0,125,50,售价提升,1,2,30016,1,80,节约配件,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
6120,灼烧霰弹枪,Equip_Icon02_atlas,icon_6120,icon_6120,icon_6120,1,8,狂乱的子弹，仿佛在灼烧敌人的灵魂,12,9,4,-1,3,166120,1,幸运转盘获得,0,6:5,26:22,585,1220,1589,11,22200,20001:20005:20009,244:72:16,20001:20005:20009,24:7:1,2,30020,5,2,30018,4,4,0,25,10,制作耗时,1,1,20001,50,26,资源节省,1,5,0,125,46,售价提升,1,2,30018,1,70,节约配件,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
6140,粒子能量霰弹枪,Equip_Icon02_atlas,equip_xiandanqiang,equip_xiandanqiang,equip_xiandanqiang,1,8,强力射线散弹枪，令敌人胆寒的噩梦,14,10,4,-1,3,166140,1,幸运转盘获得,0,6:5,28:24,675,2480,2128,11,31800,20001:20005:20009,290:82:22,20001:20005:20009,29:8:2,2,30024,5,2,30021,5,4,0,20,11,制作耗时,1,1,20001,60,26,资源节省,1,5,0,125,46,售价提升,1,2,30021,2,70,节约配件,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
7010,M24狙击步枪,Equip_Icon01_atlas,icon_7010,icon_7010,icon_7010,1,7,射程能够达到1000m的长距离狙击枪,1,1,1,8,1,8,1,获得工人西恩后解锁,0,8,1,11,40,12,11,80,20001,10,20001,1,,,,,,,5,0,125,8,售价提升,1,7,7020,1,20,解锁图纸,1,1,20001,2,36,资源节省,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
7020,AWM狙击步枪,Equip_Icon01_atlas,icon_7020,icon_7020,icon_7020,1,7,动能强，杀伤力大，抗风阻的强力枪械,2,2,2,7010,2,7010,20,制作M24狙击步枪达到X20可解锁,1,8,3,30,70,19,13,190,20001,15,20001,1,,,,,,,5,0,125,9,售价提升,1,7,7030,1,22,解锁图纸,1,1,20001,3,40,资源节省,1,8,0,2,65,高品质概率,1,8,0,3,100,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
7030,DSR狙击枪,Equip_Icon01_atlas,icon_7030,icon_7030,icon_7030,1,7,极其精密的步枪，枪口焰、噪音和后座力都被减少了很多,3,3,2,7020,2,7020,22,制作AWM狙击步枪达到X22可解锁,3,8,6,81,135,33,14,470,20001,23,20001,2,2,30002,3,,,,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,7,7040,1,32,解锁图纸,1,1,20001,5,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
7040,SVD狙击枪,Equip_Icon01_atlas,icon_7040,icon_7040,icon_7040,1,7,高射击精度，又能够在恶劣的环境条件下能够工作的可靠枪械,4,4,2,7030,2,7030,32,制作DSR狙击枪达到X32可解锁,6,8,8,158,225,61,14,1020,20001:20002,37:17,20001:20002,3:1,2,30007,3,,,,5,0,125,8,售价提升,1,4,0,25,20,制作耗时,1,7,7050,1,36,解锁图纸,1,1,20001,7,55,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
7050,AS50狙击步枪,Equip_Icon01_atlas,icon_7050,icon_7050,icon_7050,1,7,是特意为动物协会突击部队设计的反器材远程狙击步枪,5,5,2,7040,2,7040,36,制作SVD狙击枪达到X36可解锁,10,8:7,11:4,315,375,170,14,2700,20001:20005,79:16,20001:20005,7:1,2,30008,4,2,30001,8,4,0,25,9,制作耗时,1,1,20001,15,22,资源节省,1,7,7060,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
7060,莫幸纳甘狙击枪,Equip_Icon01_atlas,icon_7060,icon_7060,icon_7060,1,7,它的的威力能与Kar98k毛瑟步枪相媲美，子弹的飞行速度比98K还快,6,6,2,7050,2,7050,40,制作AS50狙击步枪达到X40可解锁,15,8:7,14:10,465,515,330,14,4800,20001:20005,124:29,20001:20005,12:2,2,30012,4,2,30006,3,4,0,25,9,制作耗时,1,1,20001,22,22,资源节省,1,7,7070,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
7070,R93狙击枪,Equip_Icon01_atlas,icon_7070,icon_7070,icon_7070,1,7,自动化很高的狙击枪，适合用作军用或警用狙击步枪,7,7,2,7060,2,7060,40,制作莫幸纳甘狙击枪达到X40可解锁,25,8:7,17:13,645,675,860,14,9000,20001:20005:20002,171:39:78,20001:20005:20002,17:3:7,2,30015,4,2,30010,2,4,0,25,10,制作耗时,1,1,20001,30,24,资源节省,1,7,7080,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
7080,眼镜蛇狙击枪,Equip_Icon01_atlas,icon_7080,icon_7080,icon_7080,1,7,被它射中后，死亡可能是最不痛苦的选择,8,8,2,7070,2,7070,44,制作R93狙击枪达到X44可解锁,45,8:7,21:17,863,860,898,14,16800,20001:20005,219:51,20001:20005,21:5,1,7011,4,2,30017,5,4,0,25,11,制作耗时,1,1,20001,45,28,资源节省,1,7,7090,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
7090,暗杀者狙击枪,Equip_Icon02_atlas,icon_7090,icon_7090,icon_7090,1,7,因威力过大和隐蔽性太强而遭到严格管控的枪械,9,9,2,7080,2,7080,50,制作眼镜蛇狙击枪达到X50可解锁,45,8:7,25:21,1298,1220,1943,14,30000,20001:20005:20009,302:77:11,20001:20005:20009,30:7:1,2,30020,4,2,30018,5,4,0,40,10,制作耗时,1,1,20001,55,26,资源节省,1,7,7100,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
7100,核弹狙击枪,Equip_Icon02_atlas,equip_jujiqiang,equip_jujiqiang,equip_jujiqiang,1,7,就如同它的名字一样，超远的距离，超大的威力，他唯一的弱点就是它脆弱的主人,10,10,2,7090,2,7090,46,制作暗杀者狙击枪达到X46可解锁,45,8:7,28:24,1500,2480,2569,14,45600,20001:20005:20009,337:87:15,20001:20005:20009,33:8:1,2,30024,4,2,30018,6,4,0,20,10,制作耗时,1,1,20001,65,30,资源节省,1,5,0,125,50,售价提升,1,1,20005,17,80,资源节省,1,8,0,2,115,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
7120,SSG轻型狙击步枪,Equip_Icon01_atlas,icon_7120,icon_7120,icon_7120,1,7,杀伤力不高，但是精准的长距离设计非它不可,12,3,6,-1,3,167120,1,通过参与活动获得,0,8,7,105,176,58,14,611,20001:20002,30:15,20001:20002,3:1,2,30002,5,,,,5,0,125,9,售价提升,1,4,0,25,20,制作耗时,1,2,30002,1,35,节约配件,1,1,20001,5,50,资源节省,1,8,0,2,85,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
7110,VSS狙击步枪,Equip_Icon01_atlas,icon_7110,icon_7110,icon_7110,1,7,虽然射程不高，但是它的射速很快,11,5,6,-1,3,167110,1,通过参与活动获得,0,8:7,12:5,410,488,235,14,3510,20001:20005,105:22,20001:20005,10:2,2,30008,5,2,30001,10,4,0,25,10,制作耗时,1,1,20001,20,25,资源节省,1,2,30008,2,40,节约配件,1,5,0,125,60,售价提升,1,8,0,2,100,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
7130,G3SG1狙击步枪,Equip_Icon02_atlas,icon_7130,icon_7130,icon_7130,1,7,精度不高又怎样，它可是能连发的,13,8,6,-1,3,167130,1,通过参与制作大赛活动获得,0,8:7,23:19,1078,1075,1167,,21000,20001:20005:20009,273:63:5,20001:20005:20009,25:6:1,2,30014,5,2,30017,5,4,0,35,10,制作耗时,1,1,20001,50,28,资源节省,1,2,30014,2,46,节约配件,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
7140,金伯利巴雷特,Equip_Icon02_atlas,icon_7140,icon_7140,icon_7140,1,7,击中敌人会迸发出多种色彩，其中红色是最绚烂的,14,6,3,-1,3,167140,1,开启奇兵宝箱获得,0,8:7,16:11,555,610,660,14,7500,20001:20005,156:35,20001:20005,15:3,2,30012,4,2,30051,4,4,0,25,9,制作耗时,1,1,20001,25,22,资源节省,1,2,30012,2,40,节约配件,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,65,双倍快乐|有几率制作暴击X2件,3,0,2,130,超凡制作|有几率制作出超凡装备
8010,土质火炮,Equip_Icon01_atlas,icon_8010,icon_8010,icon_8010,1,6,很简单的武器，不过设计精度很差,1,1,1,10,1,10,1,获得工人亚历山大后解锁,0,10,1,12,40,11,11,80,20001,9,20001,1,,,,,,,4,0,25,9,制作耗时,1,7,8020,1,18,解锁图纸,1,5,0,150,32,售价提升,1,8,0,2,50,高品质概率,1,8,0,3,80,高品质概率,1,1,0,1000,5,成本回溯|有几率返还100%材料,2,0,500,10,双倍快乐|有几率制作暴击X2件,3,0,2,20,超凡制作|有几率制作出超凡装备
8020,NA-3榴弹枪,Equip_Icon01_atlas,icon_8020,icon_8020,icon_8020,1,6,经济实用的高伤害武器,2,2,2,8010,2,8010,18,制作土质火炮达到X18可解锁,1,10,3,48,90,21,12,270,20001,16,20001,1:1,2,30001,2,,,,5,0,150,8,售价提升,1,7,8040,1,20,解锁图纸,1,4,0,25,36,制作耗时,1,8,0,2,55,高品质概率,1,8,0,3,85,高品质概率,1,1,0,1000,10,成本回溯|有几率返还100%材料,2,0,500,20,双倍快乐|有几率制作暴击X2件,3,0,2,40,超凡制作|有几率制作出超凡装备
8040,A2榴弹突击枪,Equip_Icon01_atlas,icon_8040,icon_8040,icon_8040,1,6,向敌人发起冲锋时，它就是你最可靠的火力支援,4,3,2,8020,2,8020,20,制作NA-3榴弹枪达到X20可解锁,3,10,6,113,165,39,12,630,20001:20002,26:5,20001:20002,2:1,2,30003,4,,,,5,0,150,6,售价提升,1,7,8050,1,16,解锁图纸,1,4,0,25,28,制作耗时,1,1,20001,3,45,资源节省,1,8,0,2,70,高品质概率,1,1,0,1000,15,成本回溯|有几率返还100%材料,2,0,500,30,双倍快乐|有几率制作暴击X2件,3,0,2,60,超凡制作|有几率制作出超凡装备
8050,短管榴弹冲锋枪,Equip_Icon01_atlas,icon_8050,icon_8050,icon_8050,1,6,威力强大的冲锋枪,5,4,2,8040,2,8040,16,制作A2榴弹突击枪达到X16可解锁,7,10,8,173,225,56,12,1050,20001:20004,34:5,20001:20004,3:1,1,23021,1,2,30004,4,5,0,125,7,售价提升,1,4,0,25,18,制作耗时,1,7,8060,1,32,解锁图纸,1,1,20001,4,50,资源节省,1,8,0,2,80,高品质概率,1,1,0,1000,20,成本回溯|有几率返还100%材料,2,0,500,40,双倍快乐|有几率制作暴击X2件,3,0,2,80,超凡制作|有几率制作出超凡装备
8060,AN94榴弹枪,Equip_Icon01_atlas,icon_8060,icon_8060,icon_8060,1,6,战场上小型的支援武器，能轻松打掉敌人的火力点,6,5,2,8050,2,8050,32,制作短管榴弹冲锋枪达到X32可解锁,10,10:5,11:4,293,335,156,12,2160,20001:20004,60:7,20001:20004,6:1,2,30009,4,,,,4,0,25,8,制作耗时,1,1,20001,10,20,资源节省,1,7,8070,1,36,解锁图纸,1,5,0,125,55,售价提升,1,8,0,2,85,高品质概率,1,1,0,1000,25,成本回溯|有几率返还100%材料,2,0,500,50,双倍快乐|有几率制作暴击X2件,3,0,2,100,超凡制作|有几率制作出超凡装备
8070,制导式火箭,Equip_Icon01_atlas,icon_8070,icon_8070,icon_8070,1,6,它的威力和它的外形一样令人惊讶，因为发射的只是大号子弹,7,6,2,8060,2,8060,36,制作AN94榴弹枪达到X36可解锁,15,10:5,14:10,443,465,376,12,4200,20001:20004:20005,99:25:25,20001:20004:20005,9:2:2,2,30012,5,2,30001,6,4,0,25,9,制作耗时,1,1,20001,20,22,资源节省,1,7,8080,1,40,解锁图纸,1,5,0,125,60,售价提升,1,8,0,2,95,高品质概率,1,1,0,1000,30,成本回溯|有几率返还100%材料,2,0,500,60,双倍快乐|有几率制作暴击X2件,3,0,2,120,超凡制作|有几率制作出超凡装备
8080,QLB06榴弹枪,Equip_Icon01_atlas,icon_8080,icon_8080,icon_8080,1,6,便携式榴弹发射器，开火后就只能听到爆炸声,8,7,2,8070,2,8070,40,制作制导式火箭达到X40可解锁,25,10:5,17:13,630,620,485,12,7800,20001:20004:20006,141:9:36,20001:20004:20006,14:1:3,2,30013,5,,,,4,0,25,10,制作耗时,1,1,20001,30,24,资源节省,1,7,8100,1,44,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,35,成本回溯|有几率返还100%材料,2,0,500,70,双倍快乐|有几率制作暴击X2件,3,0,2,140,超凡制作|有几率制作出超凡装备
8100,电锯重弹枪,Equip_Icon01_atlas,icon_8100,icon_8100,icon_8100,1,6,主要用于近距离打击坦克、装甲车辆和摧毁工事,10,8,2,8080,2,8080,44,制作QLB06榴弹枪达到X44可解锁,35,10:5,21:17,938,860,862,12,16200,20001:20005:20009,199:51:7,20001:20005:20009,19:5:1,1,21041,2,2,30016,5,4,0,25,11,制作耗时,1,1,20001,40,28,资源节省,1,7,8110,1,50,解锁图纸,1,5,0,125,80,售价提升,1,8,0,2,125,高品质概率,1,1,0,1000,40,成本回溯|有几率返还100%材料,2,0,500,80,双倍快乐|有几率制作暴击X2件,3,0,2,160,超凡制作|有几率制作出超凡装备
8110,狂怒镭射加特林,Equip_Icon02_atlas,icon_8110,icon_8110,icon_8110,1,6,冒蓝火，哒哒哒的生命收割者,11,9,2,8100,2,8100,50,制作电锯重弹枪达到X50可解锁,45,10:5,25:21,1305,1140,1589,12,27600,20001:20005:20009,259:72:16,20001:20005:20009,25:7:1,2,30019,4,2,30014,8,4,0,25,10,制作耗时,1,1,20001,46,26,资源节省,1,7,8120,1,46,解锁图纸,1,5,0,125,70,售价提升,1,8,0,2,110,高品质概率,1,1,0,1000,45,成本回溯|有几率返还100%材料,2,0,500,90,双倍快乐|有几率制作暴击X2件,3,0,2,180,超凡制作|有几率制作出超凡装备
8120,惩戒之光能量炮,Equip_Icon02_atlas,equip_zhongwuqi,equip_zhongwuqi,equip_zhongwuqi,1,6,暴虐的威力能让敌人感受到神灵的怒火,12,10,2,8110,2,8110,46,制作狂怒镭射加特林达到X46可解锁,60,10:5,28:24,1650,2480,2451,12,46200,20001:20005:20009,306:87:17,20001:20005:20009,30:8:1,2,30024,5,2,30020,4,4,0,20,10,制作耗时,1,1,20001,55,26,资源节省,1,5,0,125,46,售价提升,1,1,20005,15,70,资源节省,1,8,0,2,110,高品质概率,1,1,0,1000,50,成本回溯|有几率返还100%材料,2,0,500,100,双倍快乐|有几率制作暴击X2件,3,0,2,200,超凡制作|有几率制作出超凡装备
