id,equipment_id,equipment_name,type,sort,sort_name,level,slot1_data,slot2_data,slot3_data,slot4_data,slot5_data,slot6_data,slot7_data,slot8_data,slot9_data,slot10_data,slot11_data,slot12_data
1416,7060,莫幸纳甘狙击枪,1,7,icon_7060,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1417,7060,莫幸纳甘狙击枪,1,7,icon_7060,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.713:0.715:260,0.36:0.103:0.53:260,
1418,7070,R93狙击枪,1,7,icon_7070,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1419,7070,R93狙击枪,1,7,icon_7070,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1420,7070,R93狙击枪,1,7,icon_7070,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1421,7120,SSG轻型狙击步枪,1,7,icon_7120,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1422,7120,SSG轻型狙击步枪,1,7,icon_7120,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1423,7120,SSG轻型狙击步枪,1,7,icon_7120,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1424,7110,VSS狙击步枪,1,7,icon_7110,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1425,7110,VSS狙击步枪,1,7,icon_7110,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1426,7110,VSS狙击步枪,1,7,icon_7110,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1427,7080,眼镜蛇生化狙击枪,1,7,icon_7080,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1428,7080,眼镜蛇生化狙击枪,1,7,icon_7080,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1429,7080,眼镜蛇生化狙击枪,1,7,icon_7080,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1430,7090,暗杀者狙击枪,1,7,icon_7090,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1431,7090,暗杀者狙击枪,1,7,icon_7090,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1432,7090,暗杀者狙击枪,1,7,icon_7090,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1433,7130,G3SG1狙击步枪,1,7,icon_7130,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1434,7130,G3SG1狙击步枪,1,7,icon_7130,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1435,7130,G3SG1狙击步枪,1,7,icon_7130,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1436,7140,金伯利巴雷特,1,7,icon_7140,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1437,7140,金伯利巴雷特,1,7,icon_7140,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1438,7140,金伯利巴雷特,1,7,icon_7140,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1500,8010,土质火炮,1,6,icon_8010,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1501,8010,土质火炮,1,6,icon_8010,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1502,8010,土质火炮,1,6,icon_8010,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.465:0.595:260,0.36:0.575:0.646:260,,,0.36:0.71:0.718:260,0.36:0.087:0.533:260,
1503,8020,中国湖榴弹枪,1,6,icon_8020,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1504,8020,中国湖榴弹枪,1,6,icon_8020,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1505,8020,中国湖榴弹枪,1,6,icon_8020,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.717:0.718:260,0.36:0.103:0.542:260,
1506,8030,强袭榴弹枪,1,6,icon_8030,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1507,8030,强袭榴弹枪,1,6,icon_8030,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1508,8030,强袭榴弹枪,1,6,icon_8030,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.327:0.521:260,0.36:0.452:0.585:260,0.36:0.568:0.639:260,,,0.36:0.691:0.705:260,0.36:0.071:0.52:260,
1509,8040,A2榴弹突击枪,1,6,icon_8040,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1510,8040,A2榴弹突击枪,1,6,icon_8040,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1511,8040,A2榴弹突击枪,1,6,icon_8040,3,,,0.36:0.07:0.39:260,0.36:0.193:0.454:260,0.36:0.309:0.521:260,0.36:0.44:0.595:260,0.36:0.549:0.652:260,,,0.36:0.669:0.718:260,0.36:0.065:0.539:260,
1512,8050,短管榴弹冲锋枪,1,6,icon_8050,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1513,8050,短管榴弹冲锋枪,1,6,icon_8050,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1514,8050,短管榴弹冲锋枪,1,6,icon_8050,3,,,0.36:0.067:0.403:260,0.36:0.1929999:0.4669999:260,0.36:0.3209999:0.534:260,0.36:0.43:0.589:260,0.36:0.556:0.646:260,,,0.36:0.685:0.722:260,0.36:0.084:0.539:260,
1515,8060,AN94突瘤枪,1,6,icon_8060,1,,,0.43:0.006:0.402:258,0.43:0.1480001:0.491:258,,,,,,,,
1516,8060,AN94突瘤枪,1,6,icon_8060,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.575:0.75:258,,,,,
1517,8060,AN94突瘤枪,1,6,icon_8060,3,,,0.36:0.063:0.409:260,0.36:0.189:0.473:260,0.36:0.317:0.534:260,0.36:0.442:0.5980001:260,0.36:0.5579999:0.652:260,,,0.36:0.7029999:0.734:260,0.36:0.074:0.552:260,
1518,8070,制导式火箭,1,6,icon_8070,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1519,8070,制导式火箭,1,6,icon_8070,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1520,8070,制导式火箭,1,6,icon_8070,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1521,8080,QLB06榴弹枪,1,6,icon_8080,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1522,8080,QLB06榴弹枪,1,6,icon_8080,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1523,8080,QLB06榴弹枪,1,6,icon_8080,3,,,0.36:0.08599997:0.4010001:260,0.36:0.212:0.4650001:260,0.36:0.34:0.5260001:260,0.36:0.465:0.59:260,0.36:0.5809999:0.6440001:260,,,0.36:0.726:0.7260001:260,0.36:0.086:0.528:260,
1524,8090,火焰喷射器,1,6,icon_8090,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1525,8090,火焰喷射器,1,6,icon_8090,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1526,8090,火焰喷射器,1,6,icon_8090,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1527,8140,M249,1,6,icon_8140,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1528,8140,M249,1,6,icon_8140,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1529,8140,M249,1,6,icon_8140,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1530,8100,电锯重弹枪,1,6,icon_8100,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1531,8100,电锯重弹枪,1,6,icon_8100,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1532,8100,电锯重弹枪,1,6,icon_8100,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
1533,8110,狂怒镭射加特林,1,6,icon_8110,1,,,0.43:0.054:0.402:258,0.43:0.196:0.491:258,,,,,,,,
1534,8110,狂怒镭射加特林,1,6,icon_8110,2,,,0.43:0.024:0.486:258,0.43:0.175:0.564:259,0.43:0.31:0.628:258,0.43:0.444:0.691:258,0.43:0.591:0.754:258,,,,,
1535,8110,狂怒镭射加特林,1,6,icon_8110,3,,,0.36:0.102:0.409:260,0.36:0.228:0.473:260,0.36:0.356:0.534:260,0.36:0.481:0.5980001:260,0.36:0.5969999:0.652:260,,,0.36:0.742:0.734:260,0.36:0.122:0.552:260,
2000,1010,砍刀,2,1,icon_1010,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2001,1010,砍刀,2,1,icon_1010,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2002,1010,砍刀,2,1,icon_1010,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2003,1020,拳刺,2,1,icon_1020,1,0.2:0.068:0.724:240,0.2:0.276:0.786:240,0.2:0.474:0.906:240,,,,,,,,,
2004,1020,拳刺,2,1,icon_1020,2,0.2:0.354:0.697:240,0.2:0.573:0.801:240,0.2:0.784:0.894:240,,0.2:0.354:1.156:240,0.2:0.573:1.25:240,0.2:0.789:1.353:240,,,,,
2005,1020,拳刺,2,1,icon_1020,3,0.2:0.371:0.6919999:240,0.2:0.555:0.7819997:240,0.2:0.766:0.884:240,,0.2:0.371:1.115:240,0.2:0.555:1.205:240,0.2:0.766:1.307:240,,0.2:0.371:1.572:240,0.2:0.555:1.654:240,0.2:0.766:1.764:240,0.2:0.2309999:0.898:240
2006,1030,铁斧,2,1,icon_1030,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2007,1030,铁斧,2,1,icon_1030,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2008,1030,铁斧,2,1,icon_1030,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2009,1040,反曲刀,2,1,icon_1040,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2010,1040,反曲刀,2,1,icon_1040,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2011,1040,反曲刀,2,1,icon_1040,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2012,1050,消防斧,2,1,icon_1050,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2013,1050,消防斧,2,1,icon_1050,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2014,1050,消防斧,2,1,icon_1050,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2015,1060,钢斧,2,1,icon_1060,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2016,1060,钢斧,2,1,icon_1060,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2017,1060,钢斧,2,1,icon_1060,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2018,1070,合金斧,2,1,icon_1070,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2019,1070,合金斧,2,1,icon_1070,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2020,1070,合金斧,2,1,icon_1070,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2021,1080,锯齿刀,2,1,icon_1080,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2022,1080,锯齿刀,2,1,icon_1080,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2023,1080,锯齿刀,2,1,icon_1080,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2024,1150,战术匕首,2,1,icon_1150,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2025,1150,战术匕首,2,1,icon_1150,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2026,1150,战术匕首,2,1,icon_1150,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2027,1160,源氏刃,2,1,icon_1160,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2028,1160,源氏刃,2,1,icon_1160,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2029,1160,源氏刃,2,1,icon_1160,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2030,1090,斩马刀,2,1,icon_1090,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2031,1090,斩马刀,2,1,icon_1090,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2032,1090,斩马刀,2,1,icon_1090,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2033,1110,钛合金斧,2,1,icon_1110,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2034,1110,钛合金斧,2,1,icon_1110,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2035,1110,钛合金斧,2,1,icon_1110,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2036,1120,长刀,2,1,icon_1120,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2037,1120,长刀,2,1,icon_1120,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2038,1120,长刀,2,1,icon_1120,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2039,1170,鬼头镰刀,2,1,icon_1170,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2040,1170,鬼头镰刀,2,1,icon_1170,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2041,1170,鬼头镰刀,2,1,icon_1170,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2042,1180,金伯利彩刃,2,1,icon_1180,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2043,1180,金伯利彩刃,2,1,icon_1180,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2044,1180,金伯利彩刃,2,1,icon_1180,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2100,2010,粗壮树干,2,2,icon_2010,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2101,2010,粗壮树干,2,2,icon_2010,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2102,2010,粗壮树干,2,2,icon_2010,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2103,2020,铁丝球棍,2,2,icon_2020,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2104,2020,铁丝球棍,2,2,icon_2020,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2105,2020,铁丝球棍,2,2,icon_2020,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2106,2030,火把,2,2,icon_2030,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2107,2030,火把,2,2,icon_2030,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2108,2030,火把,2,2,icon_2030,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2109,2040,灭火器,2,2,icon_2040,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2110,2040,灭火器,2,2,icon_2040,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2111,2040,灭火器,2,2,icon_2040,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2112,2050,石锤,2,2,icon_2050,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2113,2050,石锤,2,2,icon_2050,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2114,2050,石锤,2,2,icon_2050,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2115,2060,钢棍,2,2,icon_2060,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2116,2060,钢棍,2,2,icon_2060,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
2117,2060,钢棍,2,2,icon_2060,3,0.32:0.371:0.6919999:240,0.32:0.555:0.7819997:240,0.32:0.766:0.884:240,,0.32:0.371:1.115:240,0.32:0.555:1.205:240,0.32:0.766:1.307:240,,0.32:0.371:1.572:240,0.32:0.555:1.654:240,0.32:0.766:1.764:240,0.32:0.2309999:0.898:240
2118,2070,警棍,2,2,icon_2070,1,0.32:0.068:0.724:240,0.32:0.276:0.786:240,0.32:0.474:0.906:240,,,,,,,,,
2119,2070,警棍,2,2,icon_2070,2,0.32:0.354:0.697:240,0.32:0.483:0.753:240,0.32:0.619:0.8140001:240,,0.32:0.354:1.156:240,0.32:0.483:1.213:240,0.32:0.619:1.273:240,,,,,
