id,sort,name,skill_id,type,quality,entry1_type,entry1_value_type,easy_txt_1,entry1_value,entry2_type,entry2_value_type,easy_txt_2,entry2_value,entry3_type,entry3_value_type,easy_txt_3,entry3_value,entry4_type,entry4_value_type,easy_txt_4,entry4_value,talent_skill_atlas,talent_skill_icon
24137,137,瞬身突袭,220317,2,4,3,1,生命<Color=#2ba605>+26%</Color>,26,41,1,鞋子属性<Color=#2ba605>+22%</Color>,22,5,1,暴击<Color=#2ba605>+17%</Color>,17,,1,,,,
24138,138,疾风斩,220118,2,4,3,1,生命<Color=#2ba605>+27%</Color>,27,43,1,药品属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,1,,,,
24139,139,利刃,220219,2,4,3,1,生命<Color=#2ba605>+28%</Color>,28,26,1,利刃属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+16%</Color>,16,,1,,,,
24140,140,切割,220320,2,4,3,1,生命<Color=#2ba605>+29%</Color>,29,28,1,弓弩属性<Color=#2ba605>+21%</Color>,21,10,1,命中<Color=#2ba605>+18%</Color>,18,,1,,,,
25141,141,闪避突袭,220121,2,5,12,1,闪避<Color=#2ba605>+35%</Color>,35,26,1,利刃属性<Color=#2ba605>+40%</Color>,40,1,1,攻击<Color=#2ba605>+25%</Color>,25,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25142,142,蜂刺,220222,2,5,12,1,闪避<Color=#2ba605>+36%</Color>,36,28,1,弓弩属性<Color=#2ba605>+41%</Color>,41,4,1,韧性<Color=#2ba605>+26%</Color>,26,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25143,143,流血,220323,2,5,12,1,闪避<Color=#2ba605>+37%</Color>,37,30,1,步枪属性<Color=#2ba605>+42%</Color>,42,5,1,暴击<Color=#2ba605>+26%</Color>,26,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25144,144,窃取,220124,2,5,12,1,闪避<Color=#2ba605>+38%</Color>,38,34,1,轻甲属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25145,145,驱散,220225,2,5,12,1,闪避<Color=#2ba605>+39%</Color>,39,37,1,头盔属性<Color=#2ba605>+44%</Color>,44,7,1,暴击伤害<Color=#2ba605>+26%</Color>,26,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25146,146,嗜血狂欢,220326,2,5,12,1,闪避<Color=#2ba605>+40%</Color>,40,38,1,帽子属性<Color=#2ba605>+45%</Color>,45,10,1,命中<Color=#2ba605>+26%</Color>,26,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25147,147,虐杀,220127,2,5,12,1,闪避<Color=#2ba605>+41%</Color>,41,39,1,轻装裤属性<Color=#2ba605>+46%</Color>,46,2,1,护甲<Color=#2ba605>+26%</Color>,26,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25148,148,无情,220228,2,5,12,1,闪避<Color=#2ba605>+42%</Color>,42,41,1,鞋子属性<Color=#2ba605>+47%</Color>,47,1,1,攻击<Color=#2ba605>+27%</Color>,27,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25149,149,追魂,220329,2,5,12,1,闪避<Color=#2ba605>+43%</Color>,43,43,1,药品属性<Color=#2ba605>+48%</Color>,48,4,1,韧性<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25150,150,浴血回旋,220130,2,5,12,1,闪避<Color=#2ba605>+44%</Color>,44,26,1,利刃属性<Color=#2ba605>+49%</Color>,49,5,1,暴击<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25151,151,致命伤害,220231,2,5,12,1,闪避<Color=#2ba605>+45%</Color>,45,28,1,弓弩属性<Color=#2ba605>+50%</Color>,50,6,1,治疗效果<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25152,152,狂怒,220332,2,5,12,1,闪避<Color=#2ba605>+46%</Color>,46,30,1,步枪属性<Color=#2ba605>+51%</Color>,51,7,1,暴击伤害<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25153,153,收割,220133,2,5,12,1,闪避<Color=#2ba605>+47%</Color>,47,34,1,轻甲属性<Color=#2ba605>+52%</Color>,52,10,1,命中<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25154,154,饮血,220234,2,5,12,1,闪避<Color=#2ba605>+48%</Color>,48,37,1,头盔属性<Color=#2ba605>+53%</Color>,53,2,1,护甲<Color=#2ba605>+28%</Color>,28,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25155,155,重金悬赏,220335,2,5,12,1,闪避<Color=#2ba605>+49%</Color>,49,38,1,帽子属性<Color=#2ba605>+54%</Color>,54,1,1,攻击<Color=#2ba605>+29%</Color>,29,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25156,156,暗影追杀,220136,2,5,12,1,闪避<Color=#2ba605>+48%</Color>,48,39,1,轻装裤属性<Color=#2ba605>+55%</Color>,55,4,1,韧性<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25157,157,铁血裁决,220237,2,5,12,1,闪避<Color=#2ba605>+47%</Color>,47,41,1,鞋子属性<Color=#2ba605>+40%</Color>,40,5,1,暴击<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25158,158,断罪,220338,2,5,12,1,闪避<Color=#2ba605>+46%</Color>,46,43,1,药品属性<Color=#2ba605>+41%</Color>,41,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25159,159,利刃切割,220139,2,5,12,1,闪避<Color=#2ba605>+45%</Color>,45,26,1,利刃属性<Color=#2ba605>+42%</Color>,42,7,1,暴击伤害<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25160,160,杀手本能,220240,2,5,12,1,闪避<Color=#2ba605>+44%</Color>,44,28,1,弓弩属性<Color=#2ba605>+43%</Color>,43,10,1,命中<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+40%</Color>,40,,
25161,161,闪避突袭,220121,2,5,3,1,生命<Color=#2ba605>+35%</Color>,35,30,1,步枪属性<Color=#2ba605>+44%</Color>,44,1,1,攻击<Color=#2ba605>+30%</Color>,30,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25162,162,蜂刺,220222,2,5,3,1,生命<Color=#2ba605>+36%</Color>,36,34,1,轻甲属性<Color=#2ba605>+45%</Color>,45,4,1,韧性<Color=#2ba605>+31%</Color>,31,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25163,163,流血,220323,2,5,3,1,生命<Color=#2ba605>+37%</Color>,37,37,1,头盔属性<Color=#2ba605>+46%</Color>,46,5,1,暴击<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25164,164,窃取,220124,2,5,3,1,生命<Color=#2ba605>+38%</Color>,38,38,1,帽子属性<Color=#2ba605>+47%</Color>,47,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25165,165,驱散,220225,2,5,3,1,生命<Color=#2ba605>+39%</Color>,39,39,1,轻装裤属性<Color=#2ba605>+48%</Color>,48,7,1,暴击伤害<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25166,166,嗜血狂欢,220326,2,5,3,1,生命<Color=#2ba605>+40%</Color>,40,41,1,鞋子属性<Color=#2ba605>+49%</Color>,49,10,1,命中<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25167,167,虐杀,220127,2,5,3,1,生命<Color=#2ba605>+41%</Color>,41,43,1,药品属性<Color=#2ba605>+50%</Color>,50,2,1,护甲<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25168,168,无情,220228,2,5,3,1,生命<Color=#2ba605>+42%</Color>,42,26,1,利刃属性<Color=#2ba605>+51%</Color>,51,1,1,攻击<Color=#2ba605>+32%</Color>,32,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25169,169,追魂,220329,2,5,3,1,生命<Color=#2ba605>+43%</Color>,43,28,1,弓弩属性<Color=#2ba605>+52%</Color>,52,4,1,韧性<Color=#2ba605>+33%</Color>,33,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25170,170,浴血回旋,220130,2,5,3,1,生命<Color=#2ba605>+44%</Color>,44,30,1,步枪属性<Color=#2ba605>+53%</Color>,53,5,1,暴击<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25171,171,致命伤害,220231,2,5,3,1,生命<Color=#2ba605>+45%</Color>,45,34,1,轻甲属性<Color=#2ba605>+54%</Color>,54,6,1,治疗效果<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25172,172,狂怒,220332,2,5,3,1,生命<Color=#2ba605>+46%</Color>,46,37,1,头盔属性<Color=#2ba605>+55%</Color>,55,7,1,暴击伤害<Color=#2ba605>+36%</Color>,36,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25173,173,收割,220133,2,5,3,1,生命<Color=#2ba605>+47%</Color>,47,38,1,帽子属性<Color=#2ba605>+53%</Color>,53,10,1,命中<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25174,174,饮血,220234,2,5,3,1,生命<Color=#2ba605>+48%</Color>,48,39,1,轻装裤属性<Color=#2ba605>+51%</Color>,51,2,1,护甲<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25175,175,重金悬赏,220335,2,5,3,1,生命<Color=#2ba605>+49%</Color>,49,41,1,鞋子属性<Color=#2ba605>+49%</Color>,49,1,1,攻击<Color=#2ba605>+34%</Color>,34,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25176,176,暗影追杀,220136,2,5,3,1,生命<Color=#2ba605>+48%</Color>,48,43,1,药品属性<Color=#2ba605>+47%</Color>,47,4,1,韧性<Color=#2ba605>+35%</Color>,35,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25177,177,铁血裁决,220237,2,5,3,1,生命<Color=#2ba605>+47%</Color>,47,26,1,利刃属性<Color=#2ba605>+45%</Color>,45,5,1,暴击<Color=#2ba605>+36%</Color>,36,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25178,178,断罪,220338,2,5,3,1,生命<Color=#2ba605>+46%</Color>,46,28,1,弓弩属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+36%</Color>,36,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25179,179,利刃切割,220139,2,5,3,1,生命<Color=#2ba605>+45%</Color>,45,30,1,步枪属性<Color=#2ba605>+41%</Color>,41,7,1,暴击伤害<Color=#2ba605>+38%</Color>,38,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
25180,180,杀手本能,220240,2,5,3,1,生命<Color=#2ba605>+44%</Color>,44,34,1,轻甲属性<Color=#2ba605>+39%</Color>,39,10,1,命中<Color=#2ba605>+36%</Color>,36,20,1,猎人闪避光环<Color=#2ba605>+45%</Color>,45,,
32181,181,精神穿刺,230101,3,2,5,1,暴击<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
32182,182,专注,230202,3,2,5,1,暴击<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
32183,183,腐蚀液体,230303,3,2,5,1,暴击<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
32184,184,致死激光,230104,3,2,5,1,暴击<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
32185,185,分裂导弹,230306,3,2,5,1,暴击<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
32186,186,精神穿刺,230101,3,2,3,1,生命<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
32187,187,专注,230202,3,2,3,1,生命<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
32188,188,腐蚀液体,230303,3,2,3,1,生命<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
32189,189,致死激光,230104,3,2,3,1,生命<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
32190,190,分裂导弹,230306,3,2,3,1,生命<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
32191,191,精神穿刺,230101,3,2,1,1,攻击<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
32192,192,专注,230202,3,2,1,1,攻击<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
32193,193,腐蚀液体,230303,3,2,1,1,攻击<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
32194,194,致死激光,230104,3,2,1,1,攻击<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
32195,195,分裂导弹,230306,3,2,1,1,攻击<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
33196,196,无情炮火,230205,3,3,5,1,暴击<Color=#2ba605>+10%</Color>,10,1,1,攻击<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
33197,197,静电印记,230107,3,3,5,1,暴击<Color=#2ba605>+11%</Color>,11,4,1,韧性<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
33198,198,地面雷区,230208,3,3,5,1,暴击<Color=#2ba605>+12%</Color>,12,2,1,护甲<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
33199,199,生化波动,230309,3,3,5,1,暴击<Color=#2ba605>+13%</Color>,13,6,1,治疗效果<Color=#2ba605>+13%</Color>,13,,,,,,,,,,
33200,200,饱和轰炸,230110,3,3,5,1,暴击<Color=#2ba605>+14%</Color>,14,7,1,暴击伤害<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
33201,201,无情炮火,230205,3,3,3,1,生命<Color=#2ba605>+10%</Color>,10,10,1,命中<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
33202,202,静电印记,230107,3,3,3,1,生命<Color=#2ba605>+11%</Color>,11,12,1,闪避<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
33203,203,地面雷区,230208,3,3,3,1,生命<Color=#2ba605>+12%</Color>,12,1,1,攻击<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
33204,204,生化波动,230309,3,3,3,1,生命<Color=#2ba605>+13%</Color>,13,4,1,韧性<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
33205,205,饱和轰炸,230110,3,3,3,1,生命<Color=#2ba605>+14%</Color>,14,2,1,护甲<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
33206,206,无情炮火,230205,3,3,6,1,治疗效果<Color=#2ba605>+10%</Color>,10,6,1,治疗效果<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
33207,207,静电印记,230107,3,3,6,1,治疗效果<Color=#2ba605>+11%</Color>,11,7,1,暴击伤害<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
33208,208,地面雷区,230208,3,3,6,1,治疗效果<Color=#2ba605>+12%</Color>,12,10,1,命中<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
33209,209,生化波动,230309,3,3,6,1,治疗效果<Color=#2ba605>+13%</Color>,13,12,1,闪避<Color=#2ba605>+13%</Color>,13,,,,,,,,,,
33210,210,饱和轰炸,230110,3,3,6,1,治疗效果<Color=#2ba605>+14%</Color>,14,1,1,攻击<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
34211,211,沙尘暴,230211,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,26,1,利刃属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+15%</Color>,15,,1,,,,
34212,212,紧急支援,230312,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,29,1,短枪属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+16%</Color>,16,,1,,,,
34213,213,致命能量,230113,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,33,1,霰弹枪属性<Color=#2ba605>+22%</Color>,22,2,1,护甲<Color=#2ba605>+16%</Color>,16,,1,,,,
34214,214,寒冰屏障,230214,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,36,1,便衣属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+18%</Color>,18,,1,,,,
34215,215,血流成河,230315,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,38,1,帽子属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+17%</Color>,17,,1,,,,
34216,216,核弹,230116,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,39,1,轻装裤属性<Color=#2ba605>+20%</Color>,20,10,1,命中<Color=#2ba605>+15%</Color>,15,,1,,,,
34217,217,目标指引,230217,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,41,1,鞋子属性<Color=#2ba605>+21%</Color>,21,12,1,闪避<Color=#2ba605>+16%</Color>,16,,1,,,,
34218,218,热血燃烧,230318,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,44,1,工具属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+17%</Color>,17,,1,,,,
34219,219,地雷阵,230119,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,26,1,利刃属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+18%</Color>,18,,1,,,,
34220,220,寒冷风暴,230220,3,4,5,1,暴击<Color=#2ba605>+15%</Color>,15,29,1,短枪属性<Color=#2ba605>+22%</Color>,22,2,1,护甲<Color=#2ba605>+18%</Color>,18,,1,,,,
34221,221,沙尘暴,230211,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,33,1,霰弹枪属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,1,,,,
34222,222,紧急支援,230312,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,36,1,便衣属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+18%</Color>,18,,1,,,,
34223,223,致命能量,230113,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,38,1,帽子属性<Color=#2ba605>+20%</Color>,20,10,1,命中<Color=#2ba605>+16%</Color>,16,,1,,,,
34224,224,寒冰屏障,230214,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,39,1,轻装裤属性<Color=#2ba605>+21%</Color>,21,12,1,闪避<Color=#2ba605>+16%</Color>,16,,1,,,,
34225,225,血流成河,230315,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,41,1,鞋子属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+19%</Color>,19,,1,,,,
34226,226,核弹,230116,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,44,1,工具属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+17%</Color>,17,,1,,,,
34227,227,目标指引,230217,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,26,1,利刃属性<Color=#2ba605>+22%</Color>,22,2,1,护甲<Color=#2ba605>+17%</Color>,17,,1,,,,
34228,228,热血燃烧,230318,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,29,1,短枪属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,1,,,,
34229,229,地雷阵,230119,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,33,1,霰弹枪属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+16%</Color>,16,,1,,,,
34230,230,寒冷风暴,230220,3,4,3,1,生命<Color=#2ba605>+17%</Color>,17,36,1,便衣属性<Color=#2ba605>+21%</Color>,21,10,1,命中<Color=#2ba605>+18%</Color>,18,,1,,,,
35231,231,密集射击,230321,3,5,5,1,暴击<Color=#2ba605>+35%</Color>,35,26,1,利刃属性<Color=#2ba605>+40%</Color>,40,1,1,攻击<Color=#2ba605>+25%</Color>,25,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35232,232,化学风暴,230122,3,5,5,1,暴击<Color=#2ba605>+36%</Color>,36,29,1,短枪属性<Color=#2ba605>+41%</Color>,41,4,1,韧性<Color=#2ba605>+26%</Color>,26,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35233,233,剧毒瘟疫,230223,3,5,5,1,暴击<Color=#2ba605>+37%</Color>,37,33,1,霰弹枪属性<Color=#2ba605>+42%</Color>,42,2,1,护甲<Color=#2ba605>+26%</Color>,26,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35234,234,阳炎炸弹,230324,3,5,5,1,暴击<Color=#2ba605>+38%</Color>,38,36,1,便衣属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35235,235,噩梦粉尘,230125,3,5,5,1,暴击<Color=#2ba605>+39%</Color>,39,38,1,帽子属性<Color=#2ba605>+44%</Color>,44,7,1,暴击伤害<Color=#2ba605>+26%</Color>,26,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35236,236,黑洞爆发,230226,3,5,5,1,暴击<Color=#2ba605>+40%</Color>,40,39,1,轻装裤属性<Color=#2ba605>+45%</Color>,45,10,1,命中<Color=#2ba605>+26%</Color>,26,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35237,237,枪火齐射,230327,3,5,5,1,暴击<Color=#2ba605>+41%</Color>,41,41,1,鞋子属性<Color=#2ba605>+46%</Color>,46,12,1,闪避<Color=#2ba605>+26%</Color>,26,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35238,238,重力旋涡,230128,3,5,5,1,暴击<Color=#2ba605>+42%</Color>,42,44,1,工具属性<Color=#2ba605>+47%</Color>,47,1,1,攻击<Color=#2ba605>+27%</Color>,27,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35239,239,血肉渴望,230229,3,5,5,1,暴击<Color=#2ba605>+43%</Color>,43,26,1,利刃属性<Color=#2ba605>+48%</Color>,48,4,1,韧性<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35240,240,能量置换,230330,3,5,5,1,暴击<Color=#2ba605>+44%</Color>,44,29,1,短枪属性<Color=#2ba605>+49%</Color>,49,2,1,护甲<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35241,241,辐射风暴,230131,3,5,5,1,暴击<Color=#2ba605>+45%</Color>,45,33,1,霰弹枪属性<Color=#2ba605>+50%</Color>,50,6,1,治疗效果<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35242,242,子弹倾泻,230232,3,5,5,1,暴击<Color=#2ba605>+46%</Color>,46,36,1,便衣属性<Color=#2ba605>+51%</Color>,51,7,1,暴击伤害<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35243,243,绝对零度,230333,3,5,5,1,暴击<Color=#2ba605>+47%</Color>,47,38,1,帽子属性<Color=#2ba605>+52%</Color>,52,10,1,命中<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35244,244,多重斩杀,230134,3,5,5,1,暴击<Color=#2ba605>+48%</Color>,48,39,1,轻装裤属性<Color=#2ba605>+53%</Color>,53,12,1,闪避<Color=#2ba605>+28%</Color>,28,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35245,245,震荡冲击,230235,3,5,5,1,暴击<Color=#2ba605>+49%</Color>,49,41,1,鞋子属性<Color=#2ba605>+54%</Color>,54,1,1,攻击<Color=#2ba605>+29%</Color>,29,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35246,246,腐蚀酸雾,230136,3,5,5,1,暴击<Color=#2ba605>+48%</Color>,48,44,1,工具属性<Color=#2ba605>+55%</Color>,55,4,1,韧性<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35247,247,毁灭者导弹,230237,3,5,5,1,暴击<Color=#2ba605>+47%</Color>,47,26,1,利刃属性<Color=#2ba605>+40%</Color>,40,2,1,护甲<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35248,248,穿甲弹,230338,3,5,5,1,暴击<Color=#2ba605>+46%</Color>,46,29,1,短枪属性<Color=#2ba605>+41%</Color>,41,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35249,249,神罚,230139,3,5,5,1,暴击<Color=#2ba605>+45%</Color>,45,33,1,霰弹枪属性<Color=#2ba605>+42%</Color>,42,7,1,暴击伤害<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35250,250,密集射击,230321,3,5,5,1,暴击<Color=#2ba605>+44%</Color>,44,36,1,便衣属性<Color=#2ba605>+43%</Color>,43,10,1,命中<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+40%</Color>,40,,
35251,251,化学风暴,230122,3,5,3,1,生命<Color=#2ba605>+35%</Color>,35,38,1,帽子属性<Color=#2ba605>+44%</Color>,44,1,1,攻击<Color=#2ba605>+30%</Color>,30,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35252,252,剧毒瘟疫,230223,3,5,3,1,生命<Color=#2ba605>+36%</Color>,36,39,1,轻装裤属性<Color=#2ba605>+45%</Color>,45,4,1,韧性<Color=#2ba605>+31%</Color>,31,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35253,253,阳炎炸弹,230324,3,5,3,1,生命<Color=#2ba605>+37%</Color>,37,41,1,鞋子属性<Color=#2ba605>+46%</Color>,46,2,1,护甲<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35254,254,噩梦粉尘,230125,3,5,3,1,生命<Color=#2ba605>+38%</Color>,38,44,1,工具属性<Color=#2ba605>+47%</Color>,47,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35255,255,黑洞爆发,230226,3,5,3,1,生命<Color=#2ba605>+39%</Color>,39,26,1,利刃属性<Color=#2ba605>+48%</Color>,48,7,1,暴击伤害<Color=#2ba605>+34%</Color>,34,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35256,256,枪火齐射,230327,3,5,3,1,生命<Color=#2ba605>+40%</Color>,40,29,1,短枪属性<Color=#2ba605>+49%</Color>,49,10,1,命中<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
35257,257,重力旋涡,230128,3,5,3,1,生命<Color=#2ba605>+41%</Color>,41,33,1,霰弹枪属性<Color=#2ba605>+50%</Color>,50,12,1,闪避<Color=#2ba605>+32%</Color>,32,21,1,学者攻击光环<Color=#2ba605>+45%</Color>,45,,
